owner_type,repository,month,state
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2021-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2021-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2021-11,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2021-12,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-02,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-03,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-04,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-06,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-09,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-10,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2022-12,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-02,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-03,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-04,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-05,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-06,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-08,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-09,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2023-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-04,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-06,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-08,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-09,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-10,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-11,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2024-12,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-02,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-03,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-04,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-05,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-06,Running
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-09,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-10,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-11,Zombie
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2025-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2026-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2026-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_manipulation,2026-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-04,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-06,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-07,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-09,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-10,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2017-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-01,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-03,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-04,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-05,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-06,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-07,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-08,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2018-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-04,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-06,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-07,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-08,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-09,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2019-12,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-03,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-04,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-06,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-07,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-08,Zombie
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2020-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-04,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-06,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-07,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2021-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-04,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-05,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-06,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-07,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2022-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-04,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-06,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-07,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2023-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-04,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-06,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-07,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2024-12,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-02,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-04,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-06,Running
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-07,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2025-12,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2026-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2026-02,Dead
Organization,ROBOTIS-GIT/turtlebot3_msgs,2026-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-04,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-05,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-06,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-07,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-08,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-11,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2017-12,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-01,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-02,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-03,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-04,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-05,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-06,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-07,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-08,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-09,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-10,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-11,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2018-12,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-01,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-02,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-03,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-04,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-05,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-06,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-07,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-08,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-09,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-10,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-11,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2019-12,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-02,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-03,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-04,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-05,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-06,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-08,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-09,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-10,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-11,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2020-12,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-01,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-02,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-03,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-04,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-05,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-06,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-08,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-09,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-10,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-11,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2021-12,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-02,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-03,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-04,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-05,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-06,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-08,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-09,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-10,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-11,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2022-12,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-02,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-03,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-04,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-05,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-06,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-08,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-09,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-10,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-11,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2023-12,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-02,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-03,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-04,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-05,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-06,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-08,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-09,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-11,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2024-12,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-01,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-02,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-03,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-04,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-05,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-06,Running
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-07,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-08,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-09,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-10,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-11,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2025-12,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2026-01,Dead
Organization,ROBOTIS-GIT/turtlebot3_simulations,2026-02,Zombie
Organization,ROBOTIS-GIT/turtlebot3_simulations,2026-03,Dead
Organization,RaphRover/raph_common,2019-07,Running
Organization,RaphRover/raph_common,2019-08,Dead
Organization,RaphRover/raph_common,2019-09,Dead
Organization,RaphRover/raph_common,2019-10,Dead
Organization,RaphRover/raph_common,2019-11,Dead
Organization,RaphRover/raph_common,2019-12,Dead
Organization,RaphRover/raph_common,2020-01,Dead
Organization,RaphRover/raph_common,2020-02,Dead
Organization,RaphRover/raph_common,2020-03,Dead
Organization,RaphRover/raph_common,2020-04,Dead
Organization,RaphRover/raph_common,2020-05,Dead
Organization,RaphRover/raph_common,2020-06,Dead
Organization,RaphRover/raph_common,2020-07,Dead
Organization,RaphRover/raph_common,2020-08,Dead
Organization,RaphRover/raph_common,2020-09,Dead
Organization,RaphRover/raph_common,2020-10,Dead
Organization,RaphRover/raph_common,2020-11,Dead
Organization,RaphRover/raph_common,2020-12,Dead
Organization,RaphRover/raph_common,2021-01,Dead
Organization,RaphRover/raph_common,2021-02,Dead
Organization,RaphRover/raph_common,2021-03,Dead
Organization,RaphRover/raph_common,2021-04,Dead
Organization,RaphRover/raph_common,2021-05,Dead
Organization,RaphRover/raph_common,2021-06,Running
Organization,RaphRover/raph_common,2021-07,Dead
Organization,RaphRover/raph_common,2021-08,Dead
Organization,RaphRover/raph_common,2021-09,Dead
Organization,RaphRover/raph_common,2021-10,Dead
Organization,RaphRover/raph_common,2021-11,Dead
Organization,RaphRover/raph_common,2021-12,Dead
Organization,RaphRover/raph_common,2022-01,Dead
Organization,RaphRover/raph_common,2022-02,Dead
Organization,RaphRover/raph_common,2022-03,Running
Organization,RaphRover/raph_common,2022-04,Dead
Organization,RaphRover/raph_common,2022-05,Running
Organization,RaphRover/raph_common,2022-06,Dead
Organization,RaphRover/raph_common,2022-07,Dead
Organization,RaphRover/raph_common,2022-08,Running
Organization,RaphRover/raph_common,2022-09,Running
Organization,RaphRover/raph_common,2022-10,Dead
Organization,RaphRover/raph_common,2022-11,Running
Organization,RaphRover/raph_common,2022-12,Dead
Organization,RaphRover/raph_common,2023-01,Dead
Organization,RaphRover/raph_common,2023-02,Dead
Organization,RaphRover/raph_common,2023-03,Dead
Organization,RaphRover/raph_common,2023-04,Dead
Organization,RaphRover/raph_common,2023-05,Dead
Organization,RaphRover/raph_common,2023-06,Dead
Organization,RaphRover/raph_common,2023-07,Running
Organization,RaphRover/raph_common,2023-08,Running
Organization,RaphRover/raph_common,2023-09,Running
Organization,RaphRover/raph_common,2023-10,Running
Organization,RaphRover/raph_common,2023-11,Dead
Organization,RaphRover/raph_common,2023-12,Dead
Organization,RaphRover/raph_common,2024-01,Dead
Organization,RaphRover/raph_common,2024-02,Running
Organization,RaphRover/raph_common,2024-03,Running
Organization,RaphRover/raph_common,2024-04,Dead
Organization,RaphRover/raph_common,2024-05,Dead
Organization,RaphRover/raph_common,2024-06,Dead
Organization,RaphRover/raph_common,2024-07,Running
Organization,RaphRover/raph_common,2024-08,Dead
Organization,RaphRover/raph_common,2024-09,Dead
Organization,RaphRover/raph_common,2024-10,Dead
Organization,RaphRover/raph_common,2024-11,Dead
Organization,RaphRover/raph_common,2024-12,Dead
Organization,RaphRover/raph_common,2025-01,Dead
Organization,RaphRover/raph_common,2025-02,Dead
Organization,RaphRover/raph_common,2025-03,Dead
Organization,RaphRover/raph_common,2025-04,Dead
Organization,RaphRover/raph_common,2025-05,Dead
Organization,RaphRover/raph_common,2025-06,Dead
Organization,RaphRover/raph_common,2025-07,Running
Organization,RaphRover/raph_common,2025-08,Dead
Organization,RaphRover/raph_common,2025-09,Zombie
Organization,RaphRover/raph_common,2025-10,Running
Organization,RaphRover/raph_common,2025-11,Dead
Organization,RaphRover/raph_common,2025-12,Running
Organization,RaphRover/raph_common,2026-01,Running
Organization,RaphRover/raph_common,2026-02,Running
Organization,RaphRover/raph_common,2026-03,Dead
Organization,RaphRover/raph_desktop,2020-10,Running
Organization,RaphRover/raph_desktop,2020-11,Dead
Organization,RaphRover/raph_desktop,2020-12,Dead
Organization,RaphRover/raph_desktop,2021-01,Dead
Organization,RaphRover/raph_desktop,2021-02,Dead
Organization,RaphRover/raph_desktop,2021-03,Dead
Organization,RaphRover/raph_desktop,2021-04,Dead
Organization,RaphRover/raph_desktop,2021-05,Dead
Organization,RaphRover/raph_desktop,2021-06,Running
Organization,RaphRover/raph_desktop,2021-07,Dead
Organization,RaphRover/raph_desktop,2021-08,Dead
Organization,RaphRover/raph_desktop,2021-09,Dead
Organization,RaphRover/raph_desktop,2021-10,Dead
Organization,RaphRover/raph_desktop,2021-11,Dead
Organization,RaphRover/raph_desktop,2021-12,Dead
Organization,RaphRover/raph_desktop,2022-01,Dead
Organization,RaphRover/raph_desktop,2022-02,Dead
Organization,RaphRover/raph_desktop,2022-03,Running
Organization,RaphRover/raph_desktop,2022-04,Dead
Organization,RaphRover/raph_desktop,2022-05,Dead
Organization,RaphRover/raph_desktop,2022-06,Dead
Organization,RaphRover/raph_desktop,2022-07,Dead
Organization,RaphRover/raph_desktop,2022-08,Dead
Organization,RaphRover/raph_desktop,2022-09,Running
Organization,RaphRover/raph_desktop,2022-10,Dead
Organization,RaphRover/raph_desktop,2022-11,Running
Organization,RaphRover/raph_desktop,2022-12,Dead
Organization,RaphRover/raph_desktop,2023-01,Dead
Organization,RaphRover/raph_desktop,2023-02,Dead
Organization,RaphRover/raph_desktop,2023-03,Dead
Organization,RaphRover/raph_desktop,2023-04,Dead
Organization,RaphRover/raph_desktop,2023-05,Dead
Organization,RaphRover/raph_desktop,2023-06,Dead
Organization,RaphRover/raph_desktop,2023-07,Dead
Organization,RaphRover/raph_desktop,2023-08,Dead
Organization,RaphRover/raph_desktop,2023-09,Dead
Organization,RaphRover/raph_desktop,2023-10,Dead
Organization,RaphRover/raph_desktop,2023-11,Dead
Organization,RaphRover/raph_desktop,2023-12,Dead
Organization,RaphRover/raph_desktop,2024-01,Dead
Organization,RaphRover/raph_desktop,2024-02,Running
Organization,RaphRover/raph_desktop,2024-03,Dead
Organization,RaphRover/raph_desktop,2024-04,Dead
Organization,RaphRover/raph_desktop,2024-05,Dead
Organization,RaphRover/raph_desktop,2024-06,Dead
Organization,RaphRover/raph_desktop,2024-07,Running
Organization,RaphRover/raph_desktop,2024-08,Dead
Organization,RaphRover/raph_desktop,2024-09,Dead
Organization,RaphRover/raph_desktop,2024-10,Dead
Organization,RaphRover/raph_desktop,2024-11,Dead
Organization,RaphRover/raph_desktop,2024-12,Dead
Organization,RaphRover/raph_desktop,2025-01,Dead
Organization,RaphRover/raph_desktop,2025-02,Dead
Organization,RaphRover/raph_desktop,2025-03,Dead
Organization,RaphRover/raph_desktop,2025-04,Dead
Organization,RaphRover/raph_desktop,2025-05,Dead
Organization,RaphRover/raph_desktop,2025-06,Dead
Organization,RaphRover/raph_desktop,2025-07,Running
Organization,RaphRover/raph_desktop,2025-08,Dead
Organization,RaphRover/raph_desktop,2025-09,Dead
Organization,RaphRover/raph_desktop,2025-10,Dead
Organization,RaphRover/raph_desktop,2025-11,Dead
Organization,RaphRover/raph_desktop,2025-12,Running
Organization,RaphRover/raph_desktop,2026-01,Dead
Organization,RaphRover/raph_desktop,2026-02,Dead
Organization,RaphRover/raph_desktop,2026-03,Dead
Organization,RaphRover/raph_robot,2022-03,Running
Organization,RaphRover/raph_robot,2022-04,Dead
Organization,RaphRover/raph_robot,2022-05,Running
Organization,RaphRover/raph_robot,2022-06,Dead
Organization,RaphRover/raph_robot,2022-07,Running
Organization,RaphRover/raph_robot,2022-08,Running
Organization,RaphRover/raph_robot,2022-09,Running
Organization,RaphRover/raph_robot,2022-10,Dead
Organization,RaphRover/raph_robot,2022-11,Running
Organization,RaphRover/raph_robot,2022-12,Dead
Organization,RaphRover/raph_robot,2023-01,Dead
Organization,RaphRover/raph_robot,2023-02,Dead
Organization,RaphRover/raph_robot,2023-03,Dead
Organization,RaphRover/raph_robot,2023-04,Dead
Organization,RaphRover/raph_robot,2023-05,Dead
Organization,RaphRover/raph_robot,2023-06,Dead
Organization,RaphRover/raph_robot,2023-07,Zombie
Organization,RaphRover/raph_robot,2023-08,Dead
Organization,RaphRover/raph_robot,2023-09,Dead
Organization,RaphRover/raph_robot,2023-10,Dead
Organization,RaphRover/raph_robot,2023-11,Dead
