repository,path,final_state,is_alive,first_month,last_activity_month,lifespan_months
MRPT/mrpt_path_planning,Running(1m)-Dead(1m)-Running(1m)-Dead(12m)-Running(2m)-Dead(5m)-Running(5m)-Dead(10m)-Running(8m)-Dead(3m)-Running(3m)-Dead(7m)-Running(3m)-Dead(2m)-Running(3m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(4m)-Dead(2m),Dead,True,2019-05,2026-01,83
MRPT/mrpt_ros,Running(6m)-Dead(2m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(8m)-Dead(1m),Dead,True,2024-07,2026-02,21
MRPT/mrpt_ros_bridge,Running(2m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(3m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(4m)-Dead(1m)-Running(3m)-Dead(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(5m)-Dead(1m),Dead,True,2022-05,2026-02,47
MRPT/mvsim,Running(2m)-Dead(2m)-Running(2m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(9m)-Running(3m)-Dead(2m)-Running(3m)-Dead(2m)-Running(6m)-Dead(2m)-Running(2m)-Dead(4m)-Running(1m)-Dead(8m)-Running(2m)-Dead(1m)-Running(1m)-Dead(10m)-Running(10m)-Dead(1m)-Running(10m)-Dead(1m)-Running(28m)-Zombie(1m)-Running(7m)-Dead(2m)-Running(3m)-Dead(1m)-Running(6m)-Zombie(1m),Zombie,True,2014-08,2026-03,140
MRPT/python_mrpt_ros,Running(6m)-Dead(3m)-Running(2m)-Dead(5m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(1m),Dead,True,2024-07,2026-02,21
MarvelmindRobotics/marvelmind_ros2_upstream,Running(1m)-Dead(3m)-Running(1m)-Dead(40m),Dead,False,2022-07,2022-11,45
MetroRobots/classic_bags,Running(1m)-Dead(2m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m),Zombie,True,2023-05,2026-03,35
MetroRobots/color_util,Running(3m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(2m)-Dead(1m),Dead,True,2023-03,2026-02,37
MetroRobots/metrics_msgs,Running(1m)-Zombie(1m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m),Dead,True,2023-08,2026-01,32
MetroRobots/metro_nav,Running(3m)-Dead(14m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m),Dead,True,2023-08,2026-01,32
MetroRobots/polygon_ros,Running(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(2m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m),Dead,True,2023-03,2026-01,37
MetroRobots/ros_system_fingerprint,Running(1m)-Zombie(1m)-Dead(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(3m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(2m),Dead,True,2022-05,2026-01,47
MetroRobots/social_nav_ros,Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(8m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(5m),Dead,True,2023-04,2025-10,36
Minipada/fluent_bit_vendor,Running(2m)-Dead(33m),Dead,False,2023-05,2023-06,35
MoffKalast/vizanti,Running(31m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(1m),Zombie,True,2023-04,2026-03,36
Neargye/magic_enum,Running(28m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(9m)-Zombie(1m)-Running(11m)-Zombie(1m)-Running(7m)-Zombie(2m)-Running(3m)-Zombie(1m)-Running(3m)-Zombie(2m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(1m),Zombie,True,2019-03,2026-03,85
OUXT-Polaris/boost_geometry_util,Running(2m)-Dead(7m)-Running(2m)-Dead(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(12m)-Running(1m)-Dead(14m),Dead,False,2022-06,2025-01,46
OUXT-Polaris/nmea_hardware_interface,Running(3m)-Dead(1m)-Running(2m)-Dead(4m)-Running(1m)-Dead(6m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(9m)-Running(1m)-Dead(14m),Dead,False,2021-09,2025-01,55
OUXT-Polaris/ouxt_common,Running(4m)-Dead(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(6m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(5m)-Running(2m)-Dead(11m)-Running(1m)-Dead(14m),Dead,False,2021-09,2025-01,55
OUXT-Polaris/quaternion_operation,Running(4m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(7m)-Running(2m)-Dead(1m)-Running(1m)-Dead(2m)-Running(5m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(6m)-Running(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(6m),Dead,True,2019-04,2025-09,84
OUXT-Polaris/sol_vendor,Running(5m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(3m)-Dead(6m)-Running(3m)-Dead(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(12m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(9m),Dead,False,2021-06,2025-06,58
OctoMap/octomap,Running(8m)-Dead(1m)-Running(6m)-Dead(1m)-Running(3m)-Dead(2m)-Running(26m)-Zombie(1m)-Running(5m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(16m)-Dead(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(3m)-Zombie(1m)-Running(4m)-Zombie(5m)-Running(3m)-Zombie(2m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(4m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(4m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(4m)-Dead(2m)-Zombie(2m)-Running(2m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(3m)-Dead(1m),Dead,True,2009-09,2026-02,199
OctoMap/octomap_mapping,Running(5m)-Dead(2m)-Running(6m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(3m)-Zombie(1m)-Running(5m)-Zombie(1m)-Dead(1m)-Running(3m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(4m)-Zombie(3m)-Dead(1m)-Running(2m)-Zombie(2m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(3m)-Zombie(3m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(6m)-Dead(1m)-Running(2m)-Zombie(7m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(4m)-Dead(1m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(6m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(5m)-Dead(3m)-Zombie(3m)-Dead(1m)-Running(1m)-Dead(2m),Dead,True,2012-04,2026-01,168
OctoMap/octomap_msgs,Running(7m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(2m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(12m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(9m)-Running(1m)-Zombie(1m)-Dead(8m)-Zombie(1m)-Dead(11m)-Zombie(1m)-Dead(9m)-Running(1m)-Dead(3m)-Zombie(2m)-Dead(2m)-Zombie(2m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(8m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(2m)-Running(1m)-Dead(15m)-Zombie(1m)-Dead(5m)-Zombie(2m)-Dead(3m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(2m),Dead,True,2012-04,2026-01,168
OctoMap/octomap_ros,Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(8m)-Dead(2m)-Running(2m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(5m)-Running(1m)-Dead(24m)-Zombie(1m)-Dead(7m)-Zombie(2m)-Dead(19m)-Running(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(8m)-Zombie(1m)-Dead(6m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(3m)-Zombie(2m)-Dead(5m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(10m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(8m)-Zombie(2m)-Dead(5m),Dead,True,2012-02,2025-10,170
OctoMap/octomap_rviz_plugins,Running(2m)-Dead(2m)-Running(1m)-Dead(5m)-Running(5m)-Dead(6m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(8m)-Zombie(2m)-Running(1m)-Dead(3m)-Running(3m)-Dead(3m)-Zombie(3m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(3m)-Running(2m)-Dead(6m)-Running(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(8m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(8m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(6m)-Zombie(1m)-Dead(16m)-Running(3m)-Dead(1m)-Running(1m)-Dead(7m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(1m),Dead,True,2012-07,2026-02,165
OrebroUniversity/mod,Running(3m)-Dead(1m)-Running(2m)-Dead(2m)-Running(3m)-Dead(8m)-Running(1m)-Dead(8m)-Running(1m)-Dead(10m)-Running(1m)-Dead(9m),Dead,False,2022-03,2025-06,49
PX4/px4_msgs,Running(42m)-Zombie(1m)-Running(9m)-Zombie(1m)-Running(29m)-Zombie(1m)-Running(3m)-Dead(1m),Dead,True,2019-01,2026-02,87
PickNikRobotics/RSL,Running(6m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(5m)-Zombie(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(3m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(1m),Dead,True,2022-08,2026-02,44
PickNikRobotics/affordance_primitives,Running(1m)-Dead(3m)-Running(1m)-Dead(17m)-Zombie(1m)-Dead(31m),Dead,False,2021-10,2023-08,54
PickNikRobotics/cpp_polyfills,Running(2m)-Dead(10m)-Zombie(1m)-Dead(6m)-Running(1m)-Dead(13m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(2m),Zombie,True,2022-09,2026-03,43
PickNikRobotics/data_tamer,Running(6m)-Dead(2m)-Running(6m)-Zombie(2m)-Running(5m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(1m),Dead,True,2023-11,2026-02,29
PickNikRobotics/generate_parameter_library,Running(6m)-Zombie(1m)-Dead(1m)-Running(9m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(6m)-Dead(1m)-Running(2m)-Zombie(3m)-Running(2m)-Zombie(3m)-Running(4m)-Zombie(1m),Zombie,True,2022-06,2026-03,46
PickNikRobotics/graph_msgs,Running(2m)-Dead(4m)-Running(1m)-Dead(12m)-Zombie(1m)-Running(1m)-Dead(28m)-Zombie(1m)-Dead(34m)-Running(1m)-Dead(1m)-Zombie(4m)-Dead(7m)-Zombie(1m)-Dead(28m)-Zombie(2m)-Dead(7m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(2m),Dead,True,2014-04,2026-01,144
PickNikRobotics/launch_param_builder,Running(1m)-Zombie(2m)-Running(2m)-Dead(8m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(10m)-Zombie(3m)-Dead(2m)-Zombie(3m)-Dead(1m),Dead,True,2022-01,2026-02,51
PickNikRobotics/pick_ik,Running(8m)-Zombie(1m)-Running(3m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(3m)-Dead(1m)-Zombie(4m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(14m),Dead,False,2022-08,2025-01,44
PickNikRobotics/picknik_controllers,Running(2m)-Dead(8m)-Running(1m)-Dead(4m)-Running(1m)-Dead(3m)-Running(2m)-Zombie(1m)-Dead(7m)-Zombie(1m)-Dead(9m)-Running(2m)-Dead(6m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(2m),Dead,True,2021-11,2026-01,53
PickNikRobotics/ros2_robotiq_gripper,Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(7m)-Zombie(2m)-Running(6m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(4m)-Running(1m)-Zombie(7m)-Running(2m)-Zombie(2m)-Dead(1m),Dead,True,2022-06,2026-02,46
PickNikRobotics/rviz_visual_tools,Running(1m)-Dead(1m)-Running(9m)-Dead(1m)-Running(14m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Running(8m)-Zombie(2m)-Running(2m)-Zombie(2m)-Running(8m)-Zombie(1m)-Running(6m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(4m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(3m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(3m)-Running(3m)-Zombie(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(2m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(5m)-Dead(1m)-Zombie(5m)-Dead(2m),Dead,True,2014-10,2026-01,138
PickNikRobotics/snowbot_operating_system,Running(1m)-Dead(10m)-Running(2m)-Dead(40m)-Zombie(2m)-Dead(6m)-Zombie(1m)-Dead(2m),Dead,True,2020-12,2026-01,64
PlanSys2/ros2_planning_system,Running(3m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(16m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(15m)-Zombie(2m)-Dead(1m)-Running(6m)-Zombie(1m)-Running(3m)-Zombie(2m)-Dead(1m)-Running(12m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(1m),Dead,True,2019-11,2026-02,77
PlotJuggler/plotjuggler-ros-plugins,Running(5m)-Zombie(2m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(2m)-Running(3m)-Zombie(4m)-Dead(1m)-Zombie(4m)-Running(1m)-Zombie(6m)-Dead(1m)-Zombie(3m)-Running(3m)-Zombie(2m)-Running(1m)-Zombie(5m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(2m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(3m),Zombie,True,2020-10,2026-03,66
PlotJuggler/plotjuggler_msgs,Running(1m)-Dead(1m)-Zombie(2m)-Dead(13m)-Running(2m)-Dead(18m)-Running(1m)-Dead(10m)-Running(1m)-Dead(5m)-Running(1m)-Dead(6m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(3m),Dead,True,2020-05,2025-12,71
ROBOTIS-GIT/DynamixelSDK,Running(8m)-Zombie(3m)-Running(12m)-Zombie(1m)-Running(6m)-Zombie(1m)-Running(4m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(2m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(11m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(6m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(6m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(6m)-Zombie(1m)-Dead(1m),Dead,True,2016-03,2026-02,121
ROBOTIS-GIT/ai_worker,Running(11m)-Zombie(1m),Zombie,True,2025-04,2026-03,12
ROBOTIS-GIT/coin_d4_driver,Running(3m)-Dead(4m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m),Dead,True,2025-05,2026-02,11
ROBOTIS-GIT/dynamixel-workbench,Running(8m)-Zombie(1m)-Running(17m)-Zombie(1m)-Running(11m)-Zombie(24m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(4m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(13m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(4m)-Dead(2m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(1m),Dead,True,2016-07,2026-02,117
ROBOTIS-GIT/dynamixel-workbench-msgs,Running(1m)-Dead(3m)-Running(1m)-Dead(2m)-Running(5m)-Dead(1m)-Running(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(11m)-Zombie(1m)-Dead(8m)-Zombie(1m)-Dead(10m)-Zombie(1m)-Dead(4m)-Running(1m)-Zombie(1m)-Dead(11m)-Zombie(1m)-Dead(12m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(2m),Dead,True,2017-06,2026-01,106
ROBOTIS-GIT/dynamixel_hardware_interface,Running(1m)-Dead(3m)-Running(13m)-Zombie(3m),Zombie,True,2024-08,2026-03,20
ROBOTIS-GIT/dynamixel_interfaces,Running(1m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(7m)-Zombie(2m),Zombie,True,2024-12,2026-03,16
ROBOTIS-GIT/hls_lfcd_lds_driver,Running(1m)-Dead(3m)-Running(1m)-Dead(2m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(3m)-Dead(1m)-Running(2m)-Zombie(5m)-Dead(1m)-Zombie(3m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(2m)-Dead(4m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(4m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(2m)-Zombie(2m)-Dead(3m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(8m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(6m)-Zombie(1m)-Dead(2m),Dead,True,2016-12,2026-01,112
ROBOTIS-GIT/ld08_driver,Running(1m)-Dead(3m)-Zombie(7m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(6m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(5m)-Zombie(1m)-Dead(8m),Dead,False,2022-02,2025-07,50
ROBOTIS-GIT/open_manipulator,Running(1m)-Dead(1m)-Running(3m)-Dead(1m)-Running(4m)-Zombie(2m)-Running(6m)-Dead(1m)-Running(9m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(3m)-Running(5m)-Zombie(3m)-Dead(1m)-Zombie(7m)-Running(3m)-Zombie(16m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(8m)-Dead(2m)-Zombie(4m)-Dead(1m)-Zombie(2m)-Dead(2m)-Running(14m)-Zombie(2m),Zombie,True,2017-01,2026-03,111
ROBOTIS-GIT/turtlebot3,Running(4m)-Dead(1m)-Running(2m)-Dead(1m)-Running(7m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(24m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(4m)-Zombie(4m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(3m)-Running(2m)-Zombie(13m)-Running(1m)-Zombie(10m)-Running(8m)-Zombie(2m)-Running(3m)-Zombie(2m)-Dead(1m),Dead,True,2016-06,2026-02,118
ROBOTIS-GIT/turtlebot3_applications,Running(4m)-Dead(5m)-Running(2m)-Dead(1m)-Running(6m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(3m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(1m)-Dead(3m)-Zombie(4m)-Dead(6m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(17m)-Zombie(1m)-Dead(3m)-Running(3m)-Dead(14m)-Running(1m)-Zombie(3m)-Running(3m)-Dead(9m),Dead,False,2017-03,2025-06,109
ROBOTIS-GIT/turtlebot3_applications_msgs,Running(1m)-Dead(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(53m)-Running(1m)-Dead(16m)-Running(1m)-Dead(2m)-Running(1m)-Dead(2m)-Running(1m)-Dead(9m),Dead,False,2018-05,2025-06,95
ROBOTIS-GIT/turtlebot3_autorace,Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Running(1m)-Zombie(6m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(2m)-Zombie(3m)-Dead(1m)-Zombie(2m)-Dead(11m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(17m)-Zombie(2m)-Dead(4m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(9m),Dead,False,2018-03,2025-06,97
ROBOTIS-GIT/turtlebot3_home_service_challenge,Running(2m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(2m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(25m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(5m)-Dead(8m),Dead,False,2020-03,2025-07,73
ROBOTIS-GIT/turtlebot3_machine_learning,Running(2m)-Zombie(5m)-Dead(2m)-Zombie(13m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(9m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(7m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(3m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(3m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Dead(1m),Dead,True,2018-07,2026-02,93
