full_name,ros_distro,n_packages_in_distro,repo_url
ros-naoqi/pepper_meshes2,humble,1,https://github.com/ros-naoqi/pepper_meshes2.git
ros-perception/depthimage_to_laserscan,humble,1,https://github.com/ros-perception/depthimage_to_laserscan.git
ros-perception/image_common,humble,5,https://github.com/ros-perception/image_common.git
ros-perception/image_pipeline,humble,9,https://github.com/ros-perception/image_pipeline.git
ros-perception/image_transport_plugins,humble,4,https://github.com/ros-perception/image_transport_plugins.git
ros-perception/imu_pipeline,humble,3,https://github.com/ros-perception/imu_pipeline.git
ros-perception/laser_filters,humble,1,https://github.com/ros-perception/laser_filters.git
ros-perception/laser_geometry,humble,1,https://github.com/ros-perception/laser_geometry.git
ros-perception/laser_proc,humble,1,https://github.com/ros-perception/laser_proc.git
ros-perception/pcl_msgs,humble,1,https://github.com/ros-perception/pcl_msgs.git
ros-perception/perception_open3d,humble,1,https://github.com/ros-perception/perception_open3d.git
ros-perception/perception_pcl,humble,3,https://github.com/ros-perception/perception_pcl.git
ros-perception/point_cloud_transport,humble,2,https://github.com/ros-perception/point_cloud_transport.git
ros-perception/point_cloud_transport_plugins,humble,5,https://github.com/ros-perception/point_cloud_transport_plugins.git
ros-perception/pointcloud_to_laserscan,humble,1,https://github.com/ros-perception/pointcloud_to_laserscan.git
ros-perception/vision_msgs,humble,2,https://github.com/ros-perception/vision_msgs.git
ros-perception/vision_opencv,humble,3,https://github.com/ros-perception/vision_opencv.git
ros-planning/geometric_shapes,humble,1,https://github.com/ros-planning/geometric_shapes.git
ros-planning/moveit2,humble,37,https://github.com/ros-planning/moveit2.git
ros-planning/moveit_msgs,humble,1,https://github.com/ros-planning/moveit_msgs.git
ros-planning/moveit_resources,humble,6,https://github.com/ros-planning/moveit_resources.git
ros-planning/moveit_visual_tools,humble,1,https://github.com/ros-planning/moveit_visual_tools.git
ros-planning/navigation2,humble,40,https://github.com/ros-planning/navigation2.git
ros-planning/navigation_msgs,humble,1,https://github.com/ros-planning/navigation_msgs.git
ros-planning/py_binding_tools,humble,1,https://github.com/ros-planning/py_binding_tools.git
ros-planning/random_numbers,humble,1,https://github.com/ros-planning/random_numbers.git
ros-planning/srdfdom,humble,1,https://github.com/ros-planning/srdfdom.git
ros-planning/warehouse_ros,humble,1,https://github.com/ros-planning/warehouse_ros.git
ros-planning/warehouse_ros_mongo,humble,1,https://github.com/ros-planning/warehouse_ros_mongo.git
ros-planning/warehouse_ros_sqlite,humble,1,https://github.com/ros-planning/warehouse_ros_sqlite.git
ros-simulation/gazebo_ros2_control,humble,2,https://github.com/ros-simulation/gazebo_ros2_control.git
ros-simulation/gazebo_ros_pkgs,humble,5,https://github.com/ros-simulation/gazebo_ros_pkgs.git
ros-simulation/simulation_interfaces,humble,1,https://github.com/ros-simulation/simulation_interfaces.git
ros-sports/game_controller_spl,humble,9,https://github.com/ros-sports/game_controller_spl.git
ros-sports/nao_lola,humble,1,https://github.com/ros-sports/nao_lola.git
ros-sports/r2r_spl,humble,8,https://github.com/ros-sports/r2r_spl.git
ros-sports/rcss3d_agent,humble,3,https://github.com/ros-sports/rcss3d_agent.git
ros-sports/ros_image_to_qimage,humble,1,https://github.com/ros-sports/ros_image_to_qimage.git
ros-sports/rqt_image_overlay,humble,2,https://github.com/ros-sports/rqt_image_overlay.git
ros-sports/soccer_interfaces,humble,4,https://github.com/ros-sports/soccer_interfaces.git
ros-sports/vision_msgs_layers,humble,1,https://github.com/ros-sports/vision_msgs_layers.git
ros-teleop/teleop_tools,humble,5,https://github.com/ros-teleop/teleop_tools.git
ros-teleop/twist_mux,humble,1,https://github.com/ros-teleop/twist_mux.git
ros-teleop/twist_mux_msgs,humble,1,https://github.com/ros-teleop/twist_mux_msgs.git
ros-tooling/graph-monitor,humble,3,https://github.com/ros-tooling/graph-monitor.git
ros-tooling/keyboard_handler,humble,1,https://github.com/ros-tooling/keyboard_handler.git
ros-tooling/launch_frontend_py,humble,1,https://github.com/ros-tooling/launch_frontend_py.git
ros-tooling/libstatistics_collector,humble,1,https://github.com/ros-tooling/libstatistics_collector.git
ros-tooling/rosbag2_broll,humble,2,https://github.com/ros-tooling/rosbag2_broll.git
ros-tooling/topic_tools,humble,2,https://github.com/ros-tooling/topic_tools.git
ros-tracing/tracetools_analysis,humble,2,https://github.com/ros-tracing/tracetools_analysis.git
ros-visualization/interactive_marker_twist_server,humble,1,https://github.com/ros-visualization/interactive_marker_twist_server.git
ros-visualization/interactive_markers,humble,1,https://github.com/ros-visualization/interactive_markers.git
ros-visualization/python_qt_binding,humble,1,https://github.com/ros-visualization/python_qt_binding.git
ros-visualization/qt_gui_core,humble,6,https://github.com/ros-visualization/qt_gui_core.git
ros-visualization/rqt,humble,5,https://github.com/ros-visualization/rqt.git
ros-visualization/rqt_action,humble,1,https://github.com/ros-visualization/rqt_action.git
ros-visualization/rqt_bag,humble,2,https://github.com/ros-visualization/rqt_bag.git
ros-visualization/rqt_common_plugins,humble,1,https://github.com/ros-visualization/rqt_common_plugins.git
ros-visualization/rqt_console,humble,1,https://github.com/ros-visualization/rqt_console.git
ros-visualization/rqt_graph,humble,1,https://github.com/ros-visualization/rqt_graph.git
ros-visualization/rqt_image_view,humble,1,https://github.com/ros-visualization/rqt_image_view.git
ros-visualization/rqt_moveit,humble,1,https://github.com/ros-visualization/rqt_moveit.git
ros-visualization/rqt_msg,humble,1,https://github.com/ros-visualization/rqt_msg.git
ros-visualization/rqt_plot,humble,1,https://github.com/ros-visualization/rqt_plot.git
ros-visualization/rqt_publisher,humble,1,https://github.com/ros-visualization/rqt_publisher.git
ros-visualization/rqt_py_console,humble,1,https://github.com/ros-visualization/rqt_py_console.git
ros-visualization/rqt_reconfigure,humble,1,https://github.com/ros-visualization/rqt_reconfigure.git
ros-visualization/rqt_robot_dashboard,humble,1,https://github.com/ros-visualization/rqt_robot_dashboard.git
ros-visualization/rqt_robot_monitor,humble,1,https://github.com/ros-visualization/rqt_robot_monitor.git
ros-visualization/rqt_robot_steering,humble,1,https://github.com/ros-visualization/rqt_robot_steering.git
ros-visualization/rqt_runtime_monitor,humble,1,https://github.com/ros-visualization/rqt_runtime_monitor.git
ros-visualization/rqt_service_caller,humble,1,https://github.com/ros-visualization/rqt_service_caller.git
ros-visualization/rqt_shell,humble,1,https://github.com/ros-visualization/rqt_shell.git
ros-visualization/rqt_srv,humble,1,https://github.com/ros-visualization/rqt_srv.git
ros-visualization/rqt_tf_tree,humble,1,https://github.com/ros-visualization/rqt_tf_tree.git
ros-visualization/rqt_topic,humble,1,https://github.com/ros-visualization/rqt_topic.git
ros-visualization/tango_icons_vendor,humble,1,https://github.com/ros-visualization/tango_icons_vendor.git
ros/angles,humble,1,https://github.com/ros/angles.git
ros/bond_core,humble,5,https://github.com/ros/bond_core.git
ros/class_loader,humble,1,https://github.com/ros/class_loader.git
ros/diagnostics,humble,6,https://github.com/ros/diagnostics.git
ros/eigen_stl_containers,humble,1,https://github.com/ros/eigen_stl_containers.git
ros/executive_smach,humble,4,https://github.com/ros/executive_smach.git
ros/filters,humble,1,https://github.com/ros/filters.git
ros/geometry_tutorials,humble,3,https://github.com/ros/geometry_tutorials.git
ros/joint_state_publisher,humble,2,https://github.com/ros/joint_state_publisher.git
ros/kdl_parser,humble,1,https://github.com/ros/kdl_parser.git
ros/pluginlib,humble,2,https://github.com/ros/pluginlib.git
ros/resource_retriever,humble,2,https://github.com/ros/resource_retriever.git
ros/robot_state_publisher,humble,1,https://github.com/ros/robot_state_publisher.git
ros/ros_environment,humble,1,https://github.com/ros/ros_environment.git
ros/ros_tutorials,humble,1,https://github.com/ros/ros_tutorials.git
ros/urdf_launch,humble,1,https://github.com/ros/urdf_launch.git
ros/urdf_parser_py,humble,1,https://github.com/ros/urdf_parser_py.git
ros/urdf_sim_tutorial,humble,1,https://github.com/ros/urdf_sim_tutorial.git
ros/urdf_tutorial,humble,1,https://github.com/ros/urdf_tutorial.git
ros/urdfdom,humble,1,https://github.com/ros/urdfdom.git
ros/xacro,humble,1,https://github.com/ros/xacro.git
ros2-gbp/mavlink-gbp-release,humble,1,https://github.com/ros2-gbp/mavlink-gbp-release.git
ros2-gbp/ompl-release,humble,1,https://github.com/ros2-gbp/ompl-release.git
ros2-gbp/ortools_vendor-release,humble,1,https://github.com/ros2-gbp/ortools_vendor-release.git
ros2-gbp/picknik_ament_copyright-release,humble,1,https://github.com/ros2-gbp/picknik_ament_copyright-release.git
ros2-gbp/radar_msgs-release,humble,1,https://github.com/ros2-gbp/radar_msgs-release.git
ros2-gbp/ros_industrial_cmake_boilerplate-release,humble,1,https://github.com/ros2-gbp/ros_industrial_cmake_boilerplate-release.git
ros2-gbp/topic_based_ros2_control-release,humble,1,https://github.com/ros2-gbp/topic_based_ros2_control-release.git
ros2-rust/rosidl_rust,humble,1,https://github.com/ros2-rust/rosidl_rust.git
ros2/ament_cmake_ros,humble,2,https://github.com/ros2/ament_cmake_ros.git
ros2/cartographer,humble,1,https://github.com/ros2/cartographer.git
ros2/cartographer_ros,humble,3,https://github.com/ros2/cartographer_ros.git
ros2/common_interfaces,humble,13,https://github.com/ros2/common_interfaces.git
ros2/console_bridge_vendor,humble,1,https://github.com/ros2/console_bridge_vendor.git
ros2/demos,humble,21,https://github.com/ros2/demos.git
ros2/domain_bridge,humble,1,https://github.com/ros2/domain_bridge.git
ros2/eigen3_cmake_module,humble,1,https://github.com/ros2/eigen3_cmake_module.git
ros2/example_interfaces,humble,1,https://github.com/ros2/example_interfaces.git
ros2/examples,humble,22,https://github.com/ros2/examples.git
ros2/geometry2,humble,14,https://github.com/ros2/geometry2.git
ros2/launch,humble,6,https://github.com/ros2/launch.git
ros2/launch_ros,humble,3,https://github.com/ros2/launch_ros.git
ros2/libyaml_vendor,humble,1,https://github.com/ros2/libyaml_vendor.git
ros2/message_filters,humble,1,https://github.com/ros2/message_filters.git
ros2/mimick_vendor,humble,1,https://github.com/ros2/mimick_vendor.git
ros2/orocos_kdl_vendor,humble,2,https://github.com/ros2/orocos_kdl_vendor.git
ros2/performance_test_fixture,humble,1,https://github.com/ros2/performance_test_fixture.git
ros2/pybind11_vendor,humble,1,https://github.com/ros2/pybind11_vendor.git
ros2/python_cmake_module,humble,1,https://github.com/ros2/python_cmake_module.git
ros2/rcl,humble,4,https://github.com/ros2/rcl.git
ros2/rcl_interfaces,humble,8,https://github.com/ros2/rcl_interfaces.git
ros2/rcl_logging,humble,3,https://github.com/ros2/rcl_logging.git
ros2/rclc,humble,4,https://github.com/ros2/rclc.git
ros2/rclcpp,humble,4,https://github.com/ros2/rclcpp.git
ros2/rclpy,humble,1,https://github.com/ros2/rclpy.git
ros2/rcpputils,humble,1,https://github.com/ros2/rcpputils.git
ros2/rcutils,humble,1,https://github.com/ros2/rcutils.git
ros2/realtime_support,humble,2,https://github.com/ros2/realtime_support.git
ros2/rmw,humble,2,https://github.com/ros2/rmw.git
ros2/rmw_connextdds,humble,3,https://github.com/ros2/rmw_connextdds.git
ros2/rmw_cyclonedds,humble,1,https://github.com/ros2/rmw_cyclonedds.git
ros2/rmw_dds_common,humble,1,https://github.com/ros2/rmw_dds_common.git
ros2/rmw_fastrtps,humble,3,https://github.com/ros2/rmw_fastrtps.git
ros2/rmw_gurumdds,humble,2,https://github.com/ros2/rmw_gurumdds.git
ros2/rmw_implementation,humble,1,https://github.com/ros2/rmw_implementation.git
ros2/rmw_zenoh,humble,3,https://github.com/ros2/rmw_zenoh.git
ros2/ros1_bridge,humble,1,https://github.com/ros2/ros1_bridge.git
ros2/ros2_tracing,humble,6,https://github.com/ros2/ros2_tracing.git
ros2/ros2cli,humble,15,https://github.com/ros2/ros2cli.git
ros2/ros2cli_common_extensions,humble,1,https://github.com/ros2/ros2cli_common_extensions.git
ros2/ros_testing,humble,2,https://github.com/ros2/ros_testing.git
ros2/ros_workspace,humble,1,https://github.com/ros2/ros_workspace.git
ros2/rosbag2,humble,19,https://github.com/ros2/rosbag2.git
ros2/rosbag2_bag_v2,humble,2,https://github.com/ros2/rosbag2_bag_v2.git
ros2/rosidl,humble,11,https://github.com/ros2/rosidl.git
ros2/rosidl_dds,humble,1,https://github.com/ros2/rosidl_dds.git
ros2/rosidl_defaults,humble,2,https://github.com/ros2/rosidl_defaults.git
ros2/rosidl_python,humble,1,https://github.com/ros2/rosidl_python.git
ros2/rosidl_runtime_py,humble,1,https://github.com/ros2/rosidl_runtime_py.git
ros2/rosidl_typesupport,humble,2,https://github.com/ros2/rosidl_typesupport.git
ros2/rosidl_typesupport_fastrtps,humble,3,https://github.com/ros2/rosidl_typesupport_fastrtps.git
ros2/rpyutils,humble,1,https://github.com/ros2/rpyutils.git
ros2/rviz,humble,8,https://github.com/ros2/rviz.git
ros2/spdlog_vendor,humble,1,https://github.com/ros2/spdlog_vendor.git
ros2/sros2,humble,2,https://github.com/ros2/sros2.git
ros2/teleop_twist_joy,humble,1,https://github.com/ros2/teleop_twist_joy.git
ros2/teleop_twist_keyboard,humble,1,https://github.com/ros2/teleop_twist_keyboard.git
ros2/test_interface_files,humble,1,https://github.com/ros2/test_interface_files.git
ros2/tinyxml2_vendor,humble,1,https://github.com/ros2/tinyxml2_vendor.git
ros2/tinyxml_vendor,humble,1,https://github.com/ros2/tinyxml_vendor.git
ros2/tlsf,humble,1,https://github.com/ros2/tlsf.git
ros2/unique_identifier_msgs,humble,1,https://github.com/ros2/unique_identifier_msgs.git
ros2/urdf,humble,2,https://github.com/ros2/urdf.git
ros2/variants,humble,6,https://github.com/ros2/variants.git
ros2/yaml_cpp_vendor,humble,1,https://github.com/ros2/yaml_cpp_vendor.git
ros4hri/hri_actions_msgs,humble,1,https://github.com/ros4hri/hri_actions_msgs.git
ros4hri/hri_face_body_matcher,humble,1,https://github.com/ros4hri/hri_face_body_matcher.git
ros4hri/hri_face_detect,humble,1,https://github.com/ros4hri/hri_face_detect.git
ros4hri/hri_msgs,humble,1,https://github.com/ros4hri/hri_msgs.git
ros4hri/hri_privacy_msgs,humble,1,https://github.com/ros4hri/hri_privacy_msgs.git
ros4hri/hri_rviz,humble,1,https://github.com/ros4hri/hri_rviz.git
ros4hri/human_description,humble,1,https://github.com/ros4hri/human_description.git
ros4hri/libhri,humble,2,https://github.com/ros4hri/libhri.git
rst-tu-dortmund/control_box_rst,humble,1,https://github.com/rst-tu-dortmund/control_box_rst.git
rt-net/crane_plus,humble,6,https://github.com/rt-net/crane_plus.git
rt-net/raspimouse2,humble,2,https://github.com/rt-net/raspimouse2.git
rt-net/raspimouse_description,humble,1,https://github.com/rt-net/raspimouse_description.git
rt-net/raspimouse_ros2_examples,humble,1,https://github.com/rt-net/raspimouse_ros2_examples.git
rt-net/raspimouse_sim,humble,3,https://github.com/rt-net/raspimouse_sim.git
rt-net/raspimouse_slam_navigation_ros2,humble,3,https://github.com/rt-net/raspimouse_slam_navigation_ros2.git
rt-net/rt_manipulators_cpp,humble,2,https://github.com/rt-net/rt_manipulators_cpp.git
rt-net/rt_usb_9axisimu_driver,humble,1,https://github.com/rt-net/rt_usb_9axisimu_driver.git
rudislabs/actuator_msgs,humble,1,https://github.com/rudislabs/actuator_msgs.git
samsung-ros/ament_download,humble,1,https://github.com/samsung-ros/ament_download.git
septentrio-gnss/septentrio_gnss_driver,humble,1,https://github.com/septentrio-gnss/septentrio_gnss_driver.git
signetlabdei/rmw_desert,humble,1,https://github.com/signetlabdei/rmw_desert.git
snt-arg/lidar_situational_graphs,humble,1,https://github.com/snt-arg/lidar_situational_graphs.git
snt-arg/situational_graphs_datasets,humble,1,https://github.com/snt-arg/situational_graphs_datasets.git
snt-arg/situational_graphs_msgs,humble,1,https://github.com/snt-arg/situational_graphs_msgs.git
snt-arg/situational_graphs_reasoning,humble,1,https://github.com/snt-arg/situational_graphs_reasoning.git
snt-arg/situational_graphs_reasoning_msgs,humble,1,https://github.com/snt-arg/situational_graphs_reasoning_msgs.git
snt-arg/situational_graphs_wrapper,humble,1,https://github.com/snt-arg/situational_graphs_wrapper.git
snt-arg/unitree_ros,humble,1,https://github.com/snt-arg/unitree_ros.git
splintered-reality/py_trees,humble,1,https://github.com/splintered-reality/py_trees.git
splintered-reality/py_trees_js,humble,1,https://github.com/splintered-reality/py_trees_js.git
splintered-reality/py_trees_ros,humble,1,https://github.com/splintered-reality/py_trees_ros.git
splintered-reality/py_trees_ros_interfaces,humble,1,https://github.com/splintered-reality/py_trees_ros_interfaces.git
splintered-reality/py_trees_ros_tutorials,humble,1,https://github.com/splintered-reality/py_trees_ros_tutorials.git
splintered-reality/py_trees_ros_viewer,humble,1,https://github.com/splintered-reality/py_trees_ros_viewer.git
stack-of-tasks/eigenpy,humble,1,https://github.com/stack-of-tasks/eigenpy.git
stack-of-tasks/eiquadprog,humble,1,https://github.com/stack-of-tasks/eiquadprog.git
stack-of-tasks/pinocchio,humble,1,https://github.com/stack-of-tasks/pinocchio.git
stack-of-tasks/tsid,humble,1,https://github.com/stack-of-tasks/tsid.git
stereolabs/zed-ros2-description,humble,1,https://github.com/stereolabs/zed-ros2-description.git
stereolabs/zed-ros2-interfaces,humble,1,https://github.com/stereolabs/zed-ros2-interfaces.git
stevenlovegrove/Pangolin,humble,1,https://github.com/stevenlovegrove/Pangolin.git
stonier/ecl_core,humble,25,https://github.com/stonier/ecl_core.git
stonier/ecl_lite,humble,8,https://github.com/stonier/ecl_lite.git
stonier/ecl_tools,humble,3,https://github.com/stonier/ecl_tools.git
suchetanrs/roadmap-explorer,humble,3,https://github.com/suchetanrs/roadmap-explorer.git
swri-robotics/gps_umd,humble,4,https://github.com/swri-robotics/gps_umd.git
swri-robotics/mapviz,humble,5,https://github.com/swri-robotics/mapviz.git
swri-robotics/marti_common,humble,11,https://github.com/swri-robotics/marti_common.git
swri-robotics/marti_messages,humble,9,https://github.com/swri-robotics/marti_messages.git
swri-robotics/novatel_gps_driver,humble,2,https://github.com/swri-robotics/novatel_gps_driver.git
swri-robotics/swri_console,humble,1,https://github.com/swri-robotics/swri_console.git
synapticon/synapticon_ros2_control,humble,1,https://github.com/synapticon/synapticon_ros2_control.git
teamspatzenhirn/rig_reconfigure,humble,1,https://github.com/teamspatzenhirn/rig_reconfigure.git
teamspatzenhirn/rviz_2d_overlay_plugins,humble,2,https://github.com/teamspatzenhirn/rviz_2d_overlay_plugins.git
tecgihan/tecgihan_driver,humble,1,https://github.com/tecgihan/tecgihan_driver.git
tesseract-robotics/boost_plugin_loader,humble,1,https://github.com/tesseract-robotics/boost_plugin_loader.git
tier4/callback_isolated_executor,humble,1,https://github.com/tier4/callback_isolated_executor.git
tier4/caret_analyze,humble,1,https://github.com/tier4/caret_analyze.git
tier4/caret_analyze_cpp_impl,humble,1,https://github.com/tier4/caret_analyze_cpp_impl.git
tier4/caret_trace,humble,2,https://github.com/tier4/caret_trace.git
tier4/cudnn_cmake_module,humble,1,https://github.com/tier4/cudnn_cmake_module.git
tier4/digestible,humble,1,https://github.com/tier4/digestible.git
tier4/hash_library_vendor,humble,1,https://github.com/tier4/hash_library_vendor.git
tier4/heaphook,humble,1,https://github.com/tier4/heaphook.git
tier4/nebula,humble,1,https://github.com/tier4/nebula.git
tier4/osqp_vendor,humble,1,https://github.com/tier4/osqp_vendor.git
tier4/ros2caret,humble,1,https://github.com/tier4/ros2caret.git
tier4/sync_tooling_msgs,humble,1,https://github.com/tier4/sync_tooling_msgs.git
tier4/tensorrt_cmake_module,humble,1,https://github.com/tier4/tensorrt_cmake_module.git
tilk/rtcm_msgs,humble,1,https://github.com/tilk/rtcm_msgs.git
turtlebot/turtlebot4,humble,4,https://github.com/turtlebot/turtlebot4.git
turtlebot/turtlebot4_desktop,humble,2,https://github.com/turtlebot/turtlebot4_desktop.git
turtlebot/turtlebot4_robot,humble,5,https://github.com/turtlebot/turtlebot4_robot.git
turtlebot/turtlebot4_setup,humble,1,https://github.com/turtlebot/turtlebot4_setup.git
turtlebot/turtlebot4_simulator,humble,4,https://github.com/turtlebot/turtlebot4_simulator.git
turtlebot/turtlebot4_tutorials,humble,3,https://github.com/turtlebot/turtlebot4_tutorials.git
tuw-robotics/marker_msgs,humble,1,https://github.com/tuw-robotics/marker_msgs.git
tuw-robotics/tuw_geometry,humble,1,https://github.com/tuw-robotics/tuw_geometry.git
tuw-robotics/tuw_msgs,humble,10,https://github.com/tuw-robotics/tuw_msgs.git
ubuntu-robotics/ament_nodl,humble,1,https://github.com/ubuntu-robotics/ament_nodl.git
ubuntu-robotics/nodl,humble,2,https://github.com/ubuntu-robotics/nodl.git
uleroboticsgroup/yasmin,humble,7,https://github.com/uleroboticsgroup/yasmin.git
umdlife/psdk_ros2,humble,2,https://github.com/umdlife/psdk_ros2.git
unisa-acg/inverse-dynamics-solver,humble,4,https://github.com/unisa-acg/inverse-dynamics-solver.git
uos/lvr2,humble,1,https://github.com/uos/lvr2.git
vooon/ntpd_driver,humble,1,https://github.com/vooon/ntpd_driver.git
vtalpaert/ardrone-ros2,humble,2,https://github.com/vtalpaert/ardrone-ros2.git
vtalpaert/ros2-phone-sensors,humble,1,https://github.com/vtalpaert/ros2-phone-sensors.git
wep21/aws_sdk_cpp_vendor,humble,1,https://github.com/wep21/aws_sdk_cpp_vendor.git
wep21/bag2_to_image,humble,1,https://github.com/wep21/bag2_to_image.git
wep21/tinyspline_vendor,humble,1,https://github.com/wep21/tinyspline_vendor.git
wep21/turbojpeg_compressed_image_transport,humble,1,https://github.com/wep21/turbojpeg_compressed_image_transport.git
wg-perception/object_recognition_msgs,humble,1,https://github.com/wg-perception/object_recognition_msgs.git
whill-labs/ros2_whill,humble,1,https://github.com/whill-labs/ros2_whill.git
whill-labs/ros2_whill_interfaces,humble,1,https://github.com/whill-labs/ros2_whill_interfaces.git
yaswhar/yashar_turtle_chase,humble,1,https://github.com/yaswhar/yashar_turtle_chase.git
yukkysaito/multiple_topic_monitor,humble,1,https://github.com/yukkysaito/multiple_topic_monitor.git
zengxiaolei/homing_local_planner,humble,1,https://github.com/zengxiaolei/homing_local_planner.git
4am-robotics/cob_common,jazzy,4,https://github.com/4am-robotics/cob_common.git
ADVRHumanoids/nicla_vision_ros2,jazzy,1,https://github.com/ADVRHumanoids/nicla_vision_ros2.git
ANYbotics/grid_map,jazzy,15,https://github.com/ANYbotics/grid_map.git
AndrejOrsula/pymoveit2,jazzy,1,https://github.com/AndrejOrsula/pymoveit2.git
AprilRobotics/apriltag,jazzy,1,https://github.com/AprilRobotics/apriltag.git
AutoAPMS/auto-apms,jazzy,7,https://github.com/AutoAPMS/auto-apms.git
Autoware-AI/qpoases_vendor,jazzy,1,https://github.com/Autoware-AI/qpoases_vendor.git
Beam-and-Spyrosoft/rtest,jazzy,1,https://github.com/Beam-and-Spyrosoft/rtest.git
BruceChanJianLe/laser_scan_merger,jazzy,1,https://github.com/BruceChanJianLe/laser_scan_merger.git
CCNYRoboticsLab/imu_tools,jazzy,4,https://github.com/CCNYRoboticsLab/imu_tools.git
DFKI-NI/mir_robot,jazzy,1,https://github.com/DFKI-NI/mir_robot.git
DFKI-NI/rospy_message_converter,jazzy,2,https://github.com/DFKI-NI/rospy_message_converter.git
DLu/simple_actions,jazzy,1,https://github.com/DLu/simple_actions.git
DLu/tf_transformations,jazzy,1,https://github.com/DLu/tf_transformations.git
EasyNavigation/EasyNavigation,jazzy,12,https://github.com/EasyNavigation/EasyNavigation.git
EasyNavigation/NavMap,jazzy,5,https://github.com/EasyNavigation/NavMap.git
Ekumen-OS/beluga,jazzy,3,https://github.com/Ekumen-OS/beluga.git
Fields2Cover/fields2cover,jazzy,1,https://github.com/Fields2Cover/fields2cover.git
ForteFibre/FluentRviz,jazzy,1,https://github.com/ForteFibre/FluentRviz.git
ForteFibre/parameter_expression,jazzy,1,https://github.com/ForteFibre/parameter_expression.git
FraunhoferIOSB/camera_aravis2,jazzy,2,https://github.com/FraunhoferIOSB/camera_aravis2.git
FraunhoferIOSB/multisensor_calibration,jazzy,3,https://github.com/FraunhoferIOSB/multisensor_calibration.git
Geson-anko/numpy_ndarray_msgs,jazzy,1,https://github.com/Geson-anko/numpy_ndarray_msgs.git
HebiRobotics/hebi_cpp_api_ros,jazzy,1,https://github.com/HebiRobotics/hebi_cpp_api_ros.git
HebiRobotics/hebi_msgs,jazzy,1,https://github.com/HebiRobotics/hebi_msgs.git
IMRCLab/crazyswarm2,jazzy,5,https://github.com/IMRCLab/crazyswarm2.git
IMRCLab/motion_capture_tracking,jazzy,2,https://github.com/IMRCLab/motion_capture_tracking.git
IntelRealSense/librealsense,jazzy,1,https://github.com/IntelRealSense/librealsense.git
IntelRealSense/realsense-ros,jazzy,3,https://github.com/IntelRealSense/realsense-ros.git
JafarAbdi/feetech_ros2_driver,jazzy,1,https://github.com/JafarAbdi/feetech_ros2_driver.git
JafarAbdi/jacro,jazzy,1,https://github.com/JafarAbdi/jacro.git
Jannkar/turtle_nest,jazzy,1,https://github.com/Jannkar/turtle_nest.git
KIT-MRT/mrt_cmake_modules,jazzy,1,https://github.com/KIT-MRT/mrt_cmake_modules.git
Kinovarobotics/ros2_kortex,jazzy,7,https://github.com/Kinovarobotics/ros2_kortex.git
KumarRobotics/ublox,jazzy,4,https://github.com/KumarRobotics/ublox.git
LOEWE-emergenCITY/ros2_babel_fish,jazzy,2,https://github.com/LOEWE-emergenCITY/ros2_babel_fish.git
LORD-MicroStrain/microstrain_inertial,jazzy,5,https://github.com/LORD-MicroStrain/microstrain_inertial.git
LORD-MicroStrain/ntrip_client,jazzy,1,https://github.com/LORD-MicroStrain/ntrip_client.git
LeoRover/leo_common-ros2,jazzy,4,https://github.com/LeoRover/leo_common-ros2.git
LeoRover/leo_desktop-ros2,jazzy,2,https://github.com/LeoRover/leo_desktop-ros2.git
LeoRover/leo_examples-ros2,jazzy,4,https://github.com/LeoRover/leo_examples-ros2.git
LeoRover/leo_robot-ros2,jazzy,4,https://github.com/LeoRover/leo_robot-ros2.git
LeoRover/leo_simulator-ros2,jazzy,4,https://github.com/LeoRover/leo_simulator-ros2.git
MOCAP4ROS2-Project/mocap4r2_msgs,jazzy,1,https://github.com/MOCAP4ROS2-Project/mocap4r2_msgs.git
MOLAorg/mola,jazzy,22,https://github.com/MOLAorg/mola.git
MOLAorg/mola_common,jazzy,1,https://github.com/MOLAorg/mola_common.git
MOLAorg/mola_gnss_to_markers,jazzy,1,https://github.com/MOLAorg/mola_gnss_to_markers.git
MOLAorg/mola_imu_preintegration,jazzy,1,https://github.com/MOLAorg/mola_imu_preintegration.git
MOLAorg/mola_lidar_odometry,jazzy,1,https://github.com/MOLAorg/mola_lidar_odometry.git
MOLAorg/mola_state_estimation,jazzy,5,https://github.com/MOLAorg/mola_state_estimation.git
MOLAorg/mola_test_datasets,jazzy,1,https://github.com/MOLAorg/mola_test_datasets.git
MOLAorg/mp2p_icp,jazzy,1,https://github.com/MOLAorg/mp2p_icp.git
MRPT/gtsam2mrpt_serial,jazzy,1,https://github.com/MRPT/gtsam2mrpt_serial.git
MRPT/mrpt_path_planning,jazzy,1,https://github.com/MRPT/mrpt_path_planning.git
MRPT/mrpt_ros,jazzy,13,https://github.com/MRPT/mrpt_ros.git
MRPT/mrpt_ros_bridge,jazzy,2,https://github.com/MRPT/mrpt_ros_bridge.git
MRPT/mvsim,jazzy,1,https://github.com/MRPT/mvsim.git
MRPT/python_mrpt_ros,jazzy,1,https://github.com/MRPT/python_mrpt_ros.git
MetroRobots/classic_bags,jazzy,1,https://github.com/MetroRobots/classic_bags.git
MetroRobots/color_util,jazzy,1,https://github.com/MetroRobots/color_util.git
MetroRobots/polygon_ros,jazzy,4,https://github.com/MetroRobots/polygon_ros.git
MetroRobots/ros_system_fingerprint,jazzy,1,https://github.com/MetroRobots/ros_system_fingerprint.git
