full_name,ros_distro,n_packages_in_distro,repo_url
gazebo-release/gz_plugin_vendor,jazzy,1,https://github.com/gazebo-release/gz_plugin_vendor.git
gazebo-release/gz_rendering_vendor,jazzy,1,https://github.com/gazebo-release/gz_rendering_vendor.git
gazebo-release/gz_sensors_vendor,jazzy,1,https://github.com/gazebo-release/gz_sensors_vendor.git
gazebo-release/gz_sim_vendor,jazzy,1,https://github.com/gazebo-release/gz_sim_vendor.git
gazebo-release/gz_tools_vendor,jazzy,1,https://github.com/gazebo-release/gz_tools_vendor.git
gazebo-release/gz_transport_vendor,jazzy,1,https://github.com/gazebo-release/gz_transport_vendor.git
gazebo-release/gz_utils_vendor,jazzy,1,https://github.com/gazebo-release/gz_utils_vendor.git
gazebo-release/sdformat_vendor,jazzy,1,https://github.com/gazebo-release/sdformat_vendor.git
gazebosim/ros_gz,jazzy,6,https://github.com/gazebosim/ros_gz.git
gstavrinos/doom_ros,jazzy,1,https://github.com/gstavrinos/doom_ros.git
gstavrinos/odom_to_tf_ros2,jazzy,1,https://github.com/gstavrinos/odom_to_tf_ros2.git
hatchbed/asyncapi_gencpp,jazzy,1,https://github.com/hatchbed/asyncapi_gencpp.git
hatchbed/hatchbed_common,jazzy,1,https://github.com/hatchbed/hatchbed_common.git
hatchbed/log_view,jazzy,1,https://github.com/hatchbed/log_view.git
hatchbed/opensw,jazzy,1,https://github.com/hatchbed/opensw.git
hatchbed/opensw_ros,jazzy,1,https://github.com/hatchbed/opensw_ros.git
hbanzhaf/steering_functions,jazzy,1,https://github.com/hbanzhaf/steering_functions.git
husarion/husarion_components_description,jazzy,1,https://github.com/husarion/husarion_components_description.git
husarion/husarion_ugv_ros,jazzy,2,https://github.com/husarion/husarion_ugv_ros.git
husarion/rosbot_ros,jazzy,10,https://github.com/husarion/rosbot_ros.git
iRobotEducation/create3_examples,jazzy,6,https://github.com/iRobotEducation/create3_examples.git
iRobotEducation/create3_sim,jazzy,9,https://github.com/iRobotEducation/create3_sim.git
iRobotEducation/irobot_create_msgs,jazzy,1,https://github.com/iRobotEducation/irobot_create_msgs.git
ignitionrobotics/ign-rviz,jazzy,3,https://github.com/ignitionrobotics/ign-rviz.git
ijnek/nao_button_sim,jazzy,1,https://github.com/ijnek/nao_button_sim.git
ijnek/nao_interfaces,jazzy,2,https://github.com/ijnek/nao_interfaces.git
ika-rwth-aachen/etsi_its_messages,jazzy,35,https://github.com/ika-rwth-aachen/etsi_its_messages.git
ika-rwth-aachen/message_tf_frame_transformer,jazzy,1,https://github.com/ika-rwth-aachen/message_tf_frame_transformer.git
ika-rwth-aachen/mqtt_client,jazzy,2,https://github.com/ika-rwth-aachen/mqtt_client.git
introlab/find-object,jazzy,1,https://github.com/introlab/find-object.git
introlab/rtabmap,jazzy,1,https://github.com/introlab/rtabmap.git
introlab/rtabmap_ros,jazzy,13,https://github.com/introlab/rtabmap_ros.git
ipa320/ros_battery_monitoring,jazzy,2,https://github.com/ipa320/ros_battery_monitoring.git
ipa320/rqt_frame_editor_plugin,jazzy,1,https://github.com/ipa320/rqt_frame_editor_plugin.git
jlack1987/rdl-release,jazzy,2,https://github.com/jlack1987/rdl-release.git
joshnewans/joy_tester,jazzy,1,https://github.com/joshnewans/joy_tester.git
joshnewans/twist_stamper,jazzy,1,https://github.com/joshnewans/twist_stamper.git
jrl-umi3218/jrl-cmakemodules,jazzy,1,https://github.com/jrl-umi3218/jrl-cmakemodules.git
julianmueller/insight_gui,jazzy,1,https://github.com/julianmueller/insight_gui.git
kobuki-base/kobuki_core,jazzy,1,https://github.com/kobuki-base/kobuki_core.git
kobuki-base/kobuki_ros_interfaces,jazzy,1,https://github.com/kobuki-base/kobuki_ros_interfaces.git
kobuki-base/kobuki_velocity_smoother,jazzy,1,https://github.com/kobuki-base/kobuki_velocity_smoother.git
lgsvl/lgsvl_msgs,jazzy,1,https://github.com/lgsvl/lgsvl_msgs.git
li9i/hitch-estimation-apriltag-array,jazzy,1,https://github.com/li9i/hitch-estimation-apriltag-array.git
li9i/pointcloud-to-ply,jazzy,1,https://github.com/li9i/pointcloud-to-ply.git
locusrobotics/fuse,jazzy,13,https://github.com/locusrobotics/fuse.git
locusrobotics/tf2_2d,jazzy,1,https://github.com/locusrobotics/tf2_2d.git
luxonis/depthai-core,jazzy,1,https://github.com/luxonis/depthai-core.git
luxonis/depthai-ros,jazzy,7,https://github.com/luxonis/depthai-ros.git
ma-shangao/at_sonde_ros_driver,jazzy,1,https://github.com/ma-shangao/at_sonde_ros_driver.git
mavlink/mavlink-gbp-release,jazzy,1,https://github.com/mavlink/mavlink-gbp-release.git
mavlink/mavros,jazzy,5,https://github.com/mavlink/mavros.git
micro-ROS/micro_ros_diagnostics,jazzy,2,https://github.com/micro-ROS/micro_ros_diagnostics.git
micro-ROS/micro_ros_msgs,jazzy,1,https://github.com/micro-ROS/micro_ros_msgs.git
micro-ROS/system_modes,jazzy,4,https://github.com/micro-ROS/system_modes.git
mikeferguson/grasping_msgs,jazzy,1,https://github.com/mikeferguson/grasping_msgs.git
mikeferguson/robot_calibration,jazzy,2,https://github.com/mikeferguson/robot_calibration.git
mikeferguson/simple_grasping,jazzy,1,https://github.com/mikeferguson/simple_grasping.git
moveit/moveit_task_constructor,jazzy,6,https://github.com/moveit/moveit_task_constructor.git
mrpt-ros-pkg/mrpt_msgs,jazzy,1,https://github.com/mrpt-ros-pkg/mrpt_msgs.git
mrpt-ros-pkg/mrpt_navigation,jazzy,9,https://github.com/mrpt-ros-pkg/mrpt_navigation.git
mrpt-ros-pkg/mrpt_sensors,jazzy,7,https://github.com/mrpt-ros-pkg/mrpt_sensors.git
mrpt-ros-pkg/pose_cov_ops,jazzy,1,https://github.com/mrpt-ros-pkg/pose_cov_ops.git
namo-robotics/aruco_markers,jazzy,2,https://github.com/namo-robotics/aruco_markers.git
namo-robotics/ros2_system_webview,jazzy,1,https://github.com/namo-robotics/ros2_system_webview.git
naturerobots/move_base_flex,jazzy,9,https://github.com/naturerobots/move_base_flex.git
neobotix/neo_nav2_bringup,jazzy,1,https://github.com/neobotix/neo_nav2_bringup.git
ngmor/catch_ros2,jazzy,1,https://github.com/ngmor/catch_ros2.git
niwcpac/rqt_dotgraph,jazzy,1,https://github.com/niwcpac/rqt_dotgraph.git
nobleo/boost_sml_vendor,jazzy,1,https://github.com/nobleo/boost_sml_vendor.git
nobleo/mp_units_vendor,jazzy,1,https://github.com/nobleo/mp_units_vendor.git
nobleo/nobleo_socketcan_bridge,jazzy,1,https://github.com/nobleo/nobleo_socketcan_bridge.git
nobleo/ros2_fmt_logger,jazzy,1,https://github.com/nobleo/ros2_fmt_logger.git
nobleo/rviz_satellite,jazzy,1,https://github.com/nobleo/rviz_satellite.git
norlab-ulaval/libpointmatcher,jazzy,1,https://github.com/norlab-ulaval/libpointmatcher.git
novatel/novatel_oem7_driver,jazzy,2,https://github.com/novatel/novatel_oem7_driver.git
oKermorgant/simple_launch,jazzy,1,https://github.com/oKermorgant/simple_launch.git
oKermorgant/slider_publisher,jazzy,1,https://github.com/oKermorgant/slider_publisher.git
octomap/octomap,jazzy,3,https://github.com/octomap/octomap.git
octomap/octomap_msgs,jazzy,1,https://github.com/octomap/octomap_msgs.git
ompl/ompl,jazzy,1,https://github.com/ompl/ompl.git
open-rmf/ament_cmake_catch2,jazzy,1,https://github.com/open-rmf/ament_cmake_catch2.git
open-rmf/menge_vendor,jazzy,1,https://github.com/open-rmf/menge_vendor.git
open-rmf/nlohmann_json_schema_validator_vendor,jazzy,1,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor.git
open-rmf/pybind11_json_vendor,jazzy,1,https://github.com/open-rmf/pybind11_json_vendor.git
open-rmf/rmf_api_msgs,jazzy,1,https://github.com/open-rmf/rmf_api_msgs.git
open-rmf/rmf_battery,jazzy,1,https://github.com/open-rmf/rmf_battery.git
open-rmf/rmf_building_map_msgs,jazzy,1,https://github.com/open-rmf/rmf_building_map_msgs.git
open-rmf/rmf_demos,jazzy,5,https://github.com/open-rmf/rmf_demos.git
open-rmf/rmf_internal_msgs,jazzy,12,https://github.com/open-rmf/rmf_internal_msgs.git
open-rmf/rmf_ros2,jazzy,6,https://github.com/open-rmf/rmf_ros2.git
open-rmf/rmf_simulation,jazzy,3,https://github.com/open-rmf/rmf_simulation.git
open-rmf/rmf_task,jazzy,2,https://github.com/open-rmf/rmf_task.git
open-rmf/rmf_traffic,jazzy,2,https://github.com/open-rmf/rmf_traffic.git
open-rmf/rmf_traffic_editor,jazzy,4,https://github.com/open-rmf/rmf_traffic_editor.git
open-rmf/rmf_utils,jazzy,1,https://github.com/open-rmf/rmf_utils.git
open-rmf/rmf_variants,jazzy,1,https://github.com/open-rmf/rmf_variants.git
open-rmf/rmf_visualization,jazzy,8,https://github.com/open-rmf/rmf_visualization.git
open-rmf/rmf_visualization_msgs,jazzy,1,https://github.com/open-rmf/rmf_visualization_msgs.git
orbbec/OrbbecSDK_ROS2,jazzy,3,https://github.com/orbbec/OrbbecSDK_ROS2.git
osrf/nodl_to_policy,jazzy,1,https://github.com/osrf/nodl_to_policy.git
osrf/osrf_pycommon,jazzy,1,https://github.com/osrf/osrf_pycommon.git
osrf/osrf_testing_tools_cpp,jazzy,1,https://github.com/osrf/osrf_testing_tools_cpp.git
osrf/ros2launch_security,jazzy,2,https://github.com/osrf/ros2launch_security.git
ouster-lidar/ouster-ros,jazzy,2,https://github.com/ouster-lidar/ouster-ros.git
p2p-industries/hyveos_ros,jazzy,1,https://github.com/p2p-industries/hyveos_ros.git
p2p-industries/hyveos_ros_msgs,jazzy,1,https://github.com/p2p-industries/hyveos_ros_msgs.git
pal-robotics/aruco_ros,jazzy,3,https://github.com/pal-robotics/aruco_ros.git
pal-robotics/backward_ros,jazzy,1,https://github.com/pal-robotics/backward_ros.git
pal-robotics/launch_pal,jazzy,1,https://github.com/pal-robotics/launch_pal.git
pal-robotics/mujoco_vendor,jazzy,1,https://github.com/pal-robotics/mujoco_vendor.git
pal-robotics/pal_statistics,jazzy,2,https://github.com/pal-robotics/pal_statistics.git
pal-robotics/play_motion2,jazzy,3,https://github.com/pal-robotics/play_motion2.git
pal-robotics/play_motion_builder,jazzy,3,https://github.com/pal-robotics/play_motion_builder.git
pal-robotics/urdf_test,jazzy,1,https://github.com/pal-robotics/urdf_test.git
pantor/ruckig,jazzy,1,https://github.com/pantor/ruckig.git
polymathrobotics/replay_testing,jazzy,1,https://github.com/polymathrobotics/replay_testing.git
pradyum/dual_laser_merger,jazzy,1,https://github.com/pradyum/dual_laser_merger.git
qleonardolp/kinematic_pose_msgs,jazzy,1,https://github.com/qleonardolp/kinematic_pose_msgs.git
reductstore/reductstore_agent,jazzy,1,https://github.com/reductstore/reductstore_agent.git
roboception/rc_common_msgs_ros2,jazzy,1,https://github.com/roboception/rc_common_msgs_ros2.git
roboception/rc_dynamics_api,jazzy,1,https://github.com/roboception/rc_dynamics_api.git
roboception/rc_genicam_api,jazzy,1,https://github.com/roboception/rc_genicam_api.git
roboception/rc_genicam_driver_ros2,jazzy,1,https://github.com/roboception/rc_genicam_driver_ros2.git
roboception/rc_reason_clients_ros2,jazzy,2,https://github.com/roboception/rc_reason_clients_ros2.git
roboception/rcdiscover,jazzy,1,https://github.com/roboception/rcdiscover.git
robosoft-ai/SMACC2,jazzy,2,https://github.com/robosoft-ai/SMACC2.git
robosoft-ai/ai_prompt_msgs,jazzy,1,https://github.com/robosoft-ai/ai_prompt_msgs.git
robosoft-ai/robosoft_openai,jazzy,1,https://github.com/robosoft-ai/robosoft_openai.git
robotic-esp/canboat_vendor,jazzy,1,https://github.com/robotic-esp/canboat_vendor.git
robotraconteur/robotraconteur,jazzy,1,https://github.com/robotraconteur/robotraconteur.git
robotraconteur/robotraconteur_companion,jazzy,1,https://github.com/robotraconteur/robotraconteur_companion.git
ros-acceleration/adaptive_component,jazzy,1,https://github.com/ros-acceleration/adaptive_component.git
ros-acceleration/ament_acceleration,jazzy,1,https://github.com/ros-acceleration/ament_acceleration.git
ros-acceleration/ament_vitis,jazzy,1,https://github.com/ros-acceleration/ament_vitis.git
ros-acceleration/ros2acceleration,jazzy,1,https://github.com/ros-acceleration/ros2acceleration.git
ros-acceleration/tracetools_acceleration,jazzy,1,https://github.com/ros-acceleration/tracetools_acceleration.git
ros-acceleration/vitis_common,jazzy,1,https://github.com/ros-acceleration/vitis_common.git
ros-controls/control_msgs,jazzy,1,https://github.com/ros-controls/control_msgs.git
ros-controls/control_toolbox,jazzy,1,https://github.com/ros-controls/control_toolbox.git
ros-controls/gz_ros2_control,jazzy,2,https://github.com/ros-controls/gz_ros2_control.git
ros-controls/kinematics_interface,jazzy,3,https://github.com/ros-controls/kinematics_interface.git
ros-controls/mujoco_ros2_control,jazzy,3,https://github.com/ros-controls/mujoco_ros2_control.git
ros-controls/realtime_tools,jazzy,1,https://github.com/ros-controls/realtime_tools.git
ros-controls/ros2_control,jazzy,11,https://github.com/ros-controls/ros2_control.git
ros-controls/ros2_control_cmake,jazzy,1,https://github.com/ros-controls/ros2_control_cmake.git
ros-controls/ros2_controllers,jazzy,29,https://github.com/ros-controls/ros2_controllers.git
ros-controls/topic_based_hardware_interfaces,jazzy,2,https://github.com/ros-controls/topic_based_hardware_interfaces.git
ros-drivers/ackermann_msgs,jazzy,1,https://github.com/ros-drivers/ackermann_msgs.git
ros-drivers/axis_camera,jazzy,3,https://github.com/ros-drivers/axis_camera.git
ros-drivers/flir_camera_driver,jazzy,4,https://github.com/ros-drivers/flir_camera_driver.git
ros-drivers/four_wheel_steering_msgs,jazzy,1,https://github.com/ros-drivers/four_wheel_steering_msgs.git
ros-drivers/gscam,jazzy,1,https://github.com/ros-drivers/gscam.git
ros-drivers/joystick_drivers,jazzy,6,https://github.com/ros-drivers/joystick_drivers.git
ros-drivers/mocap_optitrack,jazzy,1,https://github.com/ros-drivers/mocap_optitrack.git
ros-drivers/nmea_msgs,jazzy,1,https://github.com/ros-drivers/nmea_msgs.git
ros-drivers/nmea_navsat_driver,jazzy,1,https://github.com/ros-drivers/nmea_navsat_driver.git
ros-drivers/openni2_camera,jazzy,1,https://github.com/ros-drivers/openni2_camera.git
ros-drivers/phidgets_drivers,jazzy,17,https://github.com/ros-drivers/phidgets_drivers.git
ros-drivers/transport_drivers,jazzy,4,https://github.com/ros-drivers/transport_drivers.git
ros-drivers/urg_c,jazzy,1,https://github.com/ros-drivers/urg_c.git
ros-drivers/urg_node,jazzy,1,https://github.com/ros-drivers/urg_node.git
ros-drivers/urg_node_msgs,jazzy,1,https://github.com/ros-drivers/urg_node_msgs.git
ros-drivers/usb_cam,jazzy,1,https://github.com/ros-drivers/usb_cam.git
ros-drivers/velodyne,jazzy,5,https://github.com/ros-drivers/velodyne.git
ros-drivers/zbar_ros,jazzy,2,https://github.com/ros-drivers/zbar_ros.git
ros-event-camera/event_camera_codecs,jazzy,1,https://github.com/ros-event-camera/event_camera_codecs.git
ros-event-camera/event_camera_msgs,jazzy,1,https://github.com/ros-event-camera/event_camera_msgs.git
ros-event-camera/event_camera_py,jazzy,1,https://github.com/ros-event-camera/event_camera_py.git
ros-event-camera/event_camera_renderer,jazzy,1,https://github.com/ros-event-camera/event_camera_renderer.git
ros-event-camera/event_camera_tools,jazzy,1,https://github.com/ros-event-camera/event_camera_tools.git
ros-event-camera/event_image_reconstruction_fibar,jazzy,1,https://github.com/ros-event-camera/event_image_reconstruction_fibar.git
ros-event-camera/fibar_lib,jazzy,1,https://github.com/ros-event-camera/fibar_lib.git
ros-event-camera/frequency_cam,jazzy,1,https://github.com/ros-event-camera/frequency_cam.git
ros-event-camera/libcaer_driver,jazzy,1,https://github.com/ros-event-camera/libcaer_driver.git
ros-event-camera/libcaer_vendor,jazzy,1,https://github.com/ros-event-camera/libcaer_vendor.git
ros-event-camera/metavision_driver,jazzy,1,https://github.com/ros-event-camera/metavision_driver.git
ros-event-camera/openeb_vendor,jazzy,1,https://github.com/ros-event-camera/openeb_vendor.git
ros-geographic-info/geographic_info,jazzy,3,https://github.com/ros-geographic-info/geographic_info.git
ros-industrial/reach,jazzy,1,https://github.com/ros-industrial/reach.git
ros-industrial/reach_ros2,jazzy,1,https://github.com/ros-industrial/reach_ros2.git
ros-industrial/ros2_canopen,jazzy,13,https://github.com/ros-industrial/ros2_canopen.git
ros-industrial/ros_canopen,jazzy,1,https://github.com/ros-industrial/ros_canopen.git
ros-industrial/stomp,jazzy,1,https://github.com/ros-industrial/stomp.git
ros-industrial/ur_msgs,jazzy,1,https://github.com/ros-industrial/ur_msgs.git
ros-misc-utilities/apriltag_detector,jazzy,5,https://github.com/ros-misc-utilities/apriltag_detector.git
ros-misc-utilities/apriltag_mit,jazzy,1,https://github.com/ros-misc-utilities/apriltag_mit.git
ros-misc-utilities/ffmpeg_encoder_decoder,jazzy,1,https://github.com/ros-misc-utilities/ffmpeg_encoder_decoder.git
ros-misc-utilities/ffmpeg_image_transport,jazzy,1,https://github.com/ros-misc-utilities/ffmpeg_image_transport.git
ros-misc-utilities/ffmpeg_image_transport_msgs,jazzy,1,https://github.com/ros-misc-utilities/ffmpeg_image_transport_msgs.git
ros-misc-utilities/ffmpeg_image_transport_tools,jazzy,1,https://github.com/ros-misc-utilities/ffmpeg_image_transport_tools.git
ros-misc-utilities/flex_sync,jazzy,1,https://github.com/ros-misc-utilities/flex_sync.git
ros-misc-utilities/foxglove_compressed_video_transport,jazzy,1,https://github.com/ros-misc-utilities/foxglove_compressed_video_transport.git
ros-naoqi/libqi,jazzy,1,https://github.com/ros-naoqi/libqi.git
ros-navigation/nav2_minimal_turtlebot_simulation,jazzy,3,https://github.com/ros-navigation/nav2_minimal_turtlebot_simulation.git
ros-perception/depthimage_to_laserscan,jazzy,1,https://github.com/ros-perception/depthimage_to_laserscan.git
ros-perception/image_common,jazzy,5,https://github.com/ros-perception/image_common.git
ros-perception/image_pipeline,jazzy,9,https://github.com/ros-perception/image_pipeline.git
ros-perception/image_transport_plugins,jazzy,5,https://github.com/ros-perception/image_transport_plugins.git
ros-perception/imu_pipeline,jazzy,3,https://github.com/ros-perception/imu_pipeline.git
ros-perception/laser_filters,jazzy,1,https://github.com/ros-perception/laser_filters.git
ros-perception/laser_geometry,jazzy,1,https://github.com/ros-perception/laser_geometry.git
ros-perception/laser_proc,jazzy,1,https://github.com/ros-perception/laser_proc.git
ros-perception/pcl_msgs,jazzy,1,https://github.com/ros-perception/pcl_msgs.git
ros-perception/perception_open3d,jazzy,1,https://github.com/ros-perception/perception_open3d.git
ros-perception/perception_pcl,jazzy,3,https://github.com/ros-perception/perception_pcl.git
ros-perception/point_cloud_transport,jazzy,2,https://github.com/ros-perception/point_cloud_transport.git
ros-perception/point_cloud_transport_plugins,jazzy,5,https://github.com/ros-perception/point_cloud_transport_plugins.git
ros-perception/point_cloud_transport_tutorial,jazzy,1,https://github.com/ros-perception/point_cloud_transport_tutorial.git
ros-perception/pointcloud_to_laserscan,jazzy,1,https://github.com/ros-perception/pointcloud_to_laserscan.git
ros-perception/vision_msgs,jazzy,2,https://github.com/ros-perception/vision_msgs.git
ros-perception/vision_opencv,jazzy,3,https://github.com/ros-perception/vision_opencv.git
ros-planning/geometric_shapes,jazzy,1,https://github.com/ros-planning/geometric_shapes.git
ros-planning/moveit2,jazzy,41,https://github.com/ros-planning/moveit2.git
ros-planning/moveit_msgs,jazzy,1,https://github.com/ros-planning/moveit_msgs.git
ros-planning/moveit_resources,jazzy,7,https://github.com/ros-planning/moveit_resources.git
ros-planning/moveit_visual_tools,jazzy,1,https://github.com/ros-planning/moveit_visual_tools.git
ros-planning/navigation2,jazzy,44,https://github.com/ros-planning/navigation2.git
ros-planning/navigation_msgs,jazzy,1,https://github.com/ros-planning/navigation_msgs.git
ros-planning/py_binding_tools,jazzy,1,https://github.com/ros-planning/py_binding_tools.git
ros-planning/random_numbers,jazzy,1,https://github.com/ros-planning/random_numbers.git
ros-planning/srdfdom,jazzy,1,https://github.com/ros-planning/srdfdom.git
ros-planning/warehouse_ros,jazzy,1,https://github.com/ros-planning/warehouse_ros.git
ros-planning/warehouse_ros_sqlite,jazzy,1,https://github.com/ros-planning/warehouse_ros_sqlite.git
ros-simulation/simulation_interfaces,jazzy,1,https://github.com/ros-simulation/simulation_interfaces.git
ros-sports/game_controller_spl,jazzy,2,https://github.com/ros-sports/game_controller_spl.git
ros-sports/nao_lola,jazzy,4,https://github.com/ros-sports/nao_lola.git
ros-sports/r2r_spl,jazzy,4,https://github.com/ros-sports/r2r_spl.git
ros-sports/rcss3d_agent,jazzy,4,https://github.com/ros-sports/rcss3d_agent.git
ros-sports/rcss3d_nao,jazzy,1,https://github.com/ros-sports/rcss3d_nao.git
ros-sports/ros_image_to_qimage,jazzy,1,https://github.com/ros-sports/ros_image_to_qimage.git
ros-sports/rqt_image_overlay,jazzy,2,https://github.com/ros-sports/rqt_image_overlay.git
ros-sports/soccer_interfaces,jazzy,6,https://github.com/ros-sports/soccer_interfaces.git
ros-sports/soccer_vision_3d_rviz_markers,jazzy,1,https://github.com/ros-sports/soccer_vision_3d_rviz_markers.git
ros-sports/vision_msgs_layers,jazzy,1,https://github.com/ros-sports/vision_msgs_layers.git
ros-teleop/teleop_tools,jazzy,5,https://github.com/ros-teleop/teleop_tools.git
ros-teleop/twist_mux,jazzy,1,https://github.com/ros-teleop/twist_mux.git
ros-teleop/twist_mux_msgs,jazzy,1,https://github.com/ros-teleop/twist_mux_msgs.git
ros-tooling/graph-monitor,jazzy,3,https://github.com/ros-tooling/graph-monitor.git
ros-tooling/keyboard_handler,jazzy,1,https://github.com/ros-tooling/keyboard_handler.git
ros-tooling/launch_frontend_py,jazzy,1,https://github.com/ros-tooling/launch_frontend_py.git
ros-tooling/libstatistics_collector,jazzy,1,https://github.com/ros-tooling/libstatistics_collector.git
ros-tooling/rosbag2_broll,jazzy,2,https://github.com/ros-tooling/rosbag2_broll.git
ros-tooling/topic_tools,jazzy,2,https://github.com/ros-tooling/topic_tools.git
ros-tracing/tracetools_analysis,jazzy,2,https://github.com/ros-tracing/tracetools_analysis.git
ros-visualization/interactive_marker_twist_server,jazzy,1,https://github.com/ros-visualization/interactive_marker_twist_server.git
ros-visualization/interactive_markers,jazzy,1,https://github.com/ros-visualization/interactive_markers.git
ros-visualization/python_qt_binding,jazzy,1,https://github.com/ros-visualization/python_qt_binding.git
ros-visualization/qt_gui_core,jazzy,6,https://github.com/ros-visualization/qt_gui_core.git
ros-visualization/rqt,jazzy,5,https://github.com/ros-visualization/rqt.git
ros-visualization/rqt_action,jazzy,1,https://github.com/ros-visualization/rqt_action.git
ros-visualization/rqt_bag,jazzy,2,https://github.com/ros-visualization/rqt_bag.git
ros-visualization/rqt_common_plugins,jazzy,1,https://github.com/ros-visualization/rqt_common_plugins.git
ros-visualization/rqt_console,jazzy,1,https://github.com/ros-visualization/rqt_console.git
ros-visualization/rqt_graph,jazzy,1,https://github.com/ros-visualization/rqt_graph.git
ros-visualization/rqt_image_view,jazzy,1,https://github.com/ros-visualization/rqt_image_view.git
ros-visualization/rqt_moveit,jazzy,1,https://github.com/ros-visualization/rqt_moveit.git
ros-visualization/rqt_msg,jazzy,1,https://github.com/ros-visualization/rqt_msg.git
ros-visualization/rqt_plot,jazzy,1,https://github.com/ros-visualization/rqt_plot.git
ros-visualization/rqt_publisher,jazzy,1,https://github.com/ros-visualization/rqt_publisher.git
ros-visualization/rqt_py_console,jazzy,1,https://github.com/ros-visualization/rqt_py_console.git
ros-visualization/rqt_reconfigure,jazzy,1,https://github.com/ros-visualization/rqt_reconfigure.git
ros-visualization/rqt_robot_dashboard,jazzy,1,https://github.com/ros-visualization/rqt_robot_dashboard.git
ros-visualization/rqt_robot_monitor,jazzy,1,https://github.com/ros-visualization/rqt_robot_monitor.git
ros-visualization/rqt_robot_steering,jazzy,1,https://github.com/ros-visualization/rqt_robot_steering.git
ros-visualization/rqt_runtime_monitor,jazzy,1,https://github.com/ros-visualization/rqt_runtime_monitor.git
ros-visualization/rqt_service_caller,jazzy,1,https://github.com/ros-visualization/rqt_service_caller.git
ros-visualization/rqt_shell,jazzy,1,https://github.com/ros-visualization/rqt_shell.git
ros-visualization/rqt_srv,jazzy,1,https://github.com/ros-visualization/rqt_srv.git
ros-visualization/rqt_tf_tree,jazzy,1,https://github.com/ros-visualization/rqt_tf_tree.git
ros-visualization/rqt_topic,jazzy,1,https://github.com/ros-visualization/rqt_topic.git
ros-visualization/tango_icons_vendor,jazzy,1,https://github.com/ros-visualization/tango_icons_vendor.git
ros/angles,jazzy,1,https://github.com/ros/angles.git
ros/bond_core,jazzy,5,https://github.com/ros/bond_core.git
ros/class_loader,jazzy,1,https://github.com/ros/class_loader.git
ros/diagnostics,jazzy,6,https://github.com/ros/diagnostics.git
ros/eigen_stl_containers,jazzy,1,https://github.com/ros/eigen_stl_containers.git
ros/executive_smach,jazzy,4,https://github.com/ros/executive_smach.git
ros/filters,jazzy,1,https://github.com/ros/filters.git
ros/geometry_tutorials,jazzy,3,https://github.com/ros/geometry_tutorials.git
ros/joint_state_publisher,jazzy,2,https://github.com/ros/joint_state_publisher.git
ros/kdl_parser,jazzy,1,https://github.com/ros/kdl_parser.git
ros/pluginlib,jazzy,2,https://github.com/ros/pluginlib.git
ros/resource_retriever,jazzy,2,https://github.com/ros/resource_retriever.git
ros/robot_state_publisher,jazzy,1,https://github.com/ros/robot_state_publisher.git
ros/ros_environment,jazzy,1,https://github.com/ros/ros_environment.git
ros/ros_tutorials,jazzy,1,https://github.com/ros/ros_tutorials.git
ros/sdformat_urdf,jazzy,2,https://github.com/ros/sdformat_urdf.git
ros/urdf_launch,jazzy,1,https://github.com/ros/urdf_launch.git
ros/urdf_parser_py,jazzy,1,https://github.com/ros/urdf_parser_py.git
ros/urdf_tutorial,jazzy,1,https://github.com/ros/urdf_tutorial.git
ros/urdfdom,jazzy,1,https://github.com/ros/urdfdom.git
ros/xacro,jazzy,1,https://github.com/ros/xacro.git
ros2-gbp/gazebo_ros_pkgs-release,jazzy,2,https://github.com/ros2-gbp/gazebo_ros_pkgs-release.git
ros2-gbp/ortools_vendor-release,jazzy,1,https://github.com/ros2-gbp/ortools_vendor-release.git
ros2-gbp/picknik_ament_copyright-release,jazzy,1,https://github.com/ros2-gbp/picknik_ament_copyright-release.git
ros2-gbp/radar_msgs-release,jazzy,1,https://github.com/ros2-gbp/radar_msgs-release.git
ros2-gbp/ros_industrial_cmake_boilerplate-release,jazzy,1,https://github.com/ros2-gbp/ros_industrial_cmake_boilerplate-release.git
ros2-rust/rosidl_rust,jazzy,1,https://github.com/ros2-rust/rosidl_rust.git
ros2/ament_cmake_ros,jazzy,2,https://github.com/ros2/ament_cmake_ros.git
ros2/cartographer,jazzy,1,https://github.com/ros2/cartographer.git
ros2/cartographer_ros,jazzy,3,https://github.com/ros2/cartographer_ros.git
ros2/common_interfaces,jazzy,13,https://github.com/ros2/common_interfaces.git
ros2/console_bridge_vendor,jazzy,1,https://github.com/ros2/console_bridge_vendor.git
ros2/demos,jazzy,21,https://github.com/ros2/demos.git
ros2/domain_bridge,jazzy,1,https://github.com/ros2/domain_bridge.git
ros2/eigen3_cmake_module,jazzy,1,https://github.com/ros2/eigen3_cmake_module.git
ros2/example_interfaces,jazzy,1,https://github.com/ros2/example_interfaces.git
ros2/examples,jazzy,22,https://github.com/ros2/examples.git
ros2/geometry2,jazzy,14,https://github.com/ros2/geometry2.git
ros2/launch,jazzy,6,https://github.com/ros2/launch.git
ros2/launch_ros,jazzy,3,https://github.com/ros2/launch_ros.git
ros2/libyaml_vendor,jazzy,1,https://github.com/ros2/libyaml_vendor.git
ros2/message_filters,jazzy,1,https://github.com/ros2/message_filters.git
