full_name,repo_url,distros,n_distros,n_packages_total,resolved_via_breakdown
teamspatzenhirn/rig_reconfigure,https://github.com/teamspatzenhirn/rig_reconfigure.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PRBonn/rko_lio,https://github.com/PRBonn/rko_lio.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_api_msgs,https://github.com/open-rmf/rmf_api_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_battery,https://github.com/open-rmf/rmf_battery.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_building_map_msgs,https://github.com/open-rmf/rmf_building_map_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_cmake_uncrustify,https://github.com/open-rmf/rmf_cmake_uncrustify.git,humble|kilted,2,1,rosdistro_release_packages:2
open-rmf/rmf_variants,https://github.com/open-rmf/rmf_variants.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_utils,https://github.com/open-rmf/rmf_utils.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_visualization_msgs,https://github.com/open-rmf/rmf_visualization_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rmw_cyclonedds,https://github.com/ros2/rmw_cyclonedds.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rmw_dds_common,https://github.com/ros2/rmw_dds_common.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
signetlabdei/rmw_desert,https://github.com/signetlabdei/rmw_desert.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rmw_implementation,https://github.com/ros2/rmw_implementation.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
robosoft-ai/robosoft_openai,https://github.com/robosoft-ai/robosoft_openai.git,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
cra-ros-pkg/robot_localization,https://github.com/cra-ros-pkg/robot_localization.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/robot_state_publisher,https://github.com/ros/robot_state_publisher.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clearpathrobotics/robot_upstart,https://github.com/clearpathrobotics/robot_upstart.git,humble|jazzy,2,1,rosdistro_release_packages:2
robotont/robotont_driver,https://github.com/robotont/robotont_driver.git,humble,1,1,rosdistro_release_packages:1
robotraconteur/robotraconteur,https://github.com/robotraconteur/robotraconteur.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
robotraconteur/robotraconteur_companion,https://github.com/robotraconteur/robotraconteur_companion.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/ros1_bridge,https://github.com/ros2/ros1_bridge.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:2;rosdistro_release_packages:1
ros-controls/ros2_control_cmake,https://github.com/ros-controls/ros2_control_cmake.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
nobleo/ros2_fmt_logger,https://github.com/nobleo/ros2_fmt_logger.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-acceleration/ros2acceleration,https://github.com/ros-acceleration/ros2acceleration.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fujitatomoya/ros2ai,https://github.com/fujitatomoya/ros2ai.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/ros2caret,https://github.com/tier4/ros2caret.git,humble,1,1,rosdistro_release_packages:1
ros2/ros2cli_common_extensions,https://github.com/ros2/ros2cli_common_extensions.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ishaanbhimwal/ros2tree,https://github.com/ishaanbhimwal/ros2tree.git,humble,1,1,rosdistro_repo_key_name_match:1
ros/ros_environment,https://github.com/ros/ros_environment.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-sports/ros_image_to_qimage,https://github.com/ros-sports/ros_image_to_qimage.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/ros_industrial_cmake_boilerplate-release,https://github.com/ros2-gbp/ros_industrial_cmake_boilerplate-release.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/ros_workspace,https://github.com/ros2/ros_workspace.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fictionlab/rosbag2_to_video,https://github.com/fictionlab/rosbag2_to_video.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rosidl_dds,https://github.com/ros2/rosidl_dds.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rosidl_python,https://github.com/ros2/rosidl_python.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-rust/rosidl_rust,https://github.com/ros2-rust/rosidl_rust.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rosidl_runtime_py,https://github.com/ros2/rosidl_runtime_py.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
facontidavide/rosx_introspection,https://github.com/facontidavide/rosx_introspection.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Slamtec/rplidar_ros,https://github.com/Slamtec/rplidar_ros.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros2/rpyutils,https://github.com/ros2/rpyutils.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_action,https://github.com/ros-visualization/rqt_action.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_common_plugins,https://github.com/ros-visualization/rqt_common_plugins.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_console,https://github.com/ros-visualization/rqt_console.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
niwcpac/rqt_dotgraph,https://github.com/niwcpac/rqt_dotgraph.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ToyotaResearchInstitute/gauges2,https://github.com/ToyotaResearchInstitute/gauges2.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_graph,https://github.com/ros-visualization/rqt_graph.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_image_view,https://github.com/ros-visualization/rqt_image_view.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_moveit,https://github.com/ros-visualization/rqt_moveit.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_msg,https://github.com/ros-visualization/rqt_msg.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_plot,https://github.com/ros-visualization/rqt_plot.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_publisher,https://github.com/ros-visualization/rqt_publisher.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_py_console,https://github.com/ros-visualization/rqt_py_console.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_reconfigure,https://github.com/ros-visualization/rqt_reconfigure.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_robot_dashboard,https://github.com/ros-visualization/rqt_robot_dashboard.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_robot_monitor,https://github.com/ros-visualization/rqt_robot_monitor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_robot_steering,https://github.com/ros-visualization/rqt_robot_steering.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_runtime_monitor,https://github.com/ros-visualization/rqt_runtime_monitor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_service_caller,https://github.com/ros-visualization/rqt_service_caller.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_shell,https://github.com/ros-visualization/rqt_shell.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_srv,https://github.com/ros-visualization/rqt_srv.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_tf_tree,https://github.com/ros-visualization/rqt_tf_tree.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_topic,https://github.com/ros-visualization/rqt_topic.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/RSL,https://github.com/PickNikRobotics/RSL.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
rt-net/rt_usb_9axisimu_driver,https://github.com/rt-net/rt_usb_9axisimu_driver.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
introlab/rtabmap,https://github.com/introlab/rtabmap.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tilk/rtcm_msgs,https://github.com/tilk/rtcm_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pantor/ruckig,https://github.com/pantor/ruckig.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
nobleo/rviz_satellite,https://github.com/nobleo/rviz_satellite.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/rviz_visual_tools,https://github.com/PickNikRobotics/rviz_visual_tools.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SBG-Systems/sbg_ros2,https://github.com/SBG-Systems/sbg_ros2.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SCHUNK-GmbH-Co-KG/schunk_svh_library,https://github.com/SCHUNK-GmbH-Co-KG/schunk_svh_library.git,humble,1,1,rosdistro_release_packages:1
septentrio-gnss/septentrio_gnss_driver,https://github.com/septentrio-gnss/septentrio_gnss_driver.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_safetyscanners2,https://github.com/SICKAG/sick_safetyscanners2.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_safetyscanners2_interfaces,https://github.com/SICKAG/sick_safetyscanners2_interfaces.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_safetyscanners_base,https://github.com/SICKAG/sick_safetyscanners_base.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_safevisionary_base,https://github.com/SICKAG/sick_safevisionary_base.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_scan_xd,https://github.com/SICKAG/sick_scan_xd.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ajtudela/sicks300_ros2,https://github.com/ajtudela/sicks300_ros2.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
DLu/simple_actions,https://github.com/DLu/simple_actions.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
mikeferguson/simple_grasping,https://github.com/mikeferguson/simple_grasping.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
oKermorgant/simple_launch,https://github.com/oKermorgant/simple_launch.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clearpathrobotics/simple-term-menu,https://github.com/clearpathrobotics/simple-term-menu.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros-simulation/simulation_interfaces,https://github.com/ros-simulation/simulation_interfaces.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
snt-arg/situational_graphs_datasets,https://github.com/snt-arg/situational_graphs_datasets.git,humble,1,1,rosdistro_release_packages:1
snt-arg/situational_graphs_msgs,https://github.com/snt-arg/situational_graphs_msgs.git,humble,1,1,rosdistro_release_packages:1
snt-arg/situational_graphs_reasoning,https://github.com/snt-arg/situational_graphs_reasoning.git,humble,1,1,rosdistro_release_packages:1
snt-arg/situational_graphs_reasoning_msgs,https://github.com/snt-arg/situational_graphs_reasoning_msgs.git,humble,1,1,rosdistro_release_packages:1
snt-arg/situational_graphs_wrapper,https://github.com/snt-arg/situational_graphs_wrapper.git,humble,1,1,rosdistro_release_packages:1
SteveMacenski/slam_toolbox,https://github.com/SteveMacenski/slam_toolbox.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ajtudela/slg_msgs,https://github.com/ajtudela/slg_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
oKermorgant/slider_publisher,https://github.com/oKermorgant/slider_publisher.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/snowbot_operating_system,https://github.com/PickNikRobotics/snowbot_operating_system.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
THA-Embedded-Systems-Lab/soar_ros,https://github.com/THA-Embedded-Systems-Lab/soar_ros.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
ijnek/soccer_visualization,https://github.com/ijnek/soccer_visualization.git,humble,1,1,rosdistro_release_packages:1
ijnek/soccer_object_msgs,https://github.com/ijnek/soccer_object_msgs.git,humble,1,1,rosdistro_release_packages:1
OUXT-Polaris/sol_vendor,https://github.com/OUXT-Polaris/sol_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clalancette/sophus,https://github.com/clalancette/sophus.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/spdlog_vendor,https://github.com/ros2/spdlog_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/srdfdom,https://github.com/ros-planning/srdfdom.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-industrial/stomp,https://github.com/ros-industrial/stomp.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
swri-robotics/swri_console,https://github.com/swri-robotics/swri_console.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
synapticon/synapticon_ros2_control,https://github.com/synapticon/synapticon_ros2_control.git,humble|jazzy,2,1,rosdistro_release_packages:2
Tacha-S/sync_parameter_server,https://github.com/Tacha-S/sync_parameter_server.git,humble,1,1,rosdistro_release_packages:1
tier4/sync_tooling_msgs,https://github.com/tier4/sync_tooling_msgs.git,humble|jazzy,2,1,rosdistro_release_packages:2
bdaiinstitute/synchros2,https://github.com/bdaiinstitute/synchros2.git,humble|jazzy,2,1,rosdistro_release_packages:2
MetroRobots/ros_system_fingerprint,https://github.com/MetroRobots/ros_system_fingerprint.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
namo-robotics/ros2_system_webview,https://github.com/namo-robotics/ros2_system_webview.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
pal-robotics/talos_simulation,https://github.com/pal-robotics/talos_simulation.git,humble,1,1,rosdistro_release_packages:1
pal-robotics/talos_moveit_config,https://github.com/pal-robotics/talos_moveit_config.git,humble,1,1,rosdistro_release_packages:1
ros-visualization/tango_icons_vendor,https://github.com/ros-visualization/tango_icons_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tecgihan/tecgihan_driver,https://github.com/tecgihan/tecgihan_driver.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros2/teleop_twist_joy,https://github.com/ros2/teleop_twist_joy.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/teleop_twist_keyboard,https://github.com/ros2/teleop_twist_keyboard.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/tensorrt_cmake_module,https://github.com/tier4/tensorrt_cmake_module.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/test_interface_files,https://github.com/ros2/test_interface_files.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
DLu/tf_transformations,https://github.com/DLu/tf_transformations.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Tanneguydv/tf_tree_terminal,https://github.com/Tanneguydv/tf_tree_terminal.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/tiago_moveit_config,https://github.com/pal-robotics/tiago_moveit_config.git,humble,1,1,rosdistro_release_packages:1
pal-robotics/tiago_pro_moveit_config,https://github.com/pal-robotics/tiago_pro_moveit_config.git,humble,1,1,rosdistro_release_packages:1
wep21/tinyspline_vendor,https://github.com/wep21/tinyspline_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/tinyxml2_vendor,https://github.com/ros2/tinyxml2_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/tinyxml_vendor,https://github.com/ros2/tinyxml_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/tlsf,https://github.com/ros2/tlsf.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/topic_based_ros2_control-release,https://github.com/ros2-gbp/topic_based_ros2_control-release.git,humble,1,1,rosdistro_release_packages:1
ros-acceleration/tracetools_acceleration,https://github.com/ros-acceleration/tracetools_acceleration.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
stack-of-tasks/tsid,https://github.com/stack-of-tasks/tsid.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
wep21/turbojpeg_compressed_image_transport,https://github.com/wep21/turbojpeg_compressed_image_transport.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Jannkar/turtle_nest,https://github.com/Jannkar/turtle_nest.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ROBOTIS-GIT/turtlebot3_applications_msgs,https://github.com/ROBOTIS-GIT/turtlebot3_applications_msgs.git,humble|jazzy,2,1,rosdistro_release_packages:2
ROBOTIS-GIT/turtlebot3_machine_learning,https://github.com/ROBOTIS-GIT/turtlebot3_machine_learning.git,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
ROBOTIS-GIT/turtlebot3_msgs,https://github.com/ROBOTIS-GIT/turtlebot3_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
turtlebot/turtlebot4_setup,https://github.com/turtlebot/turtlebot4_setup.git,humble|jazzy,2,1,rosdistro_release_packages:2
tuw-robotics/tuw_geometry,https://github.com/tuw-robotics/tuw_geometry.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
autowarefoundation/tvm_vendor,https://github.com/autowarefoundation/tvm_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-teleop/twist_mux,https://github.com/ros-teleop/twist_mux.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-teleop/twist_mux_msgs,https://github.com/ros-teleop/twist_mux_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
joshnewans/twist_stamper,https://github.com/joshnewans/twist_stamper.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
flynneva/udp_msgs,https://github.com/flynneva/udp_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ament/uncrustify_vendor,https://github.com/ament/uncrustify_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/unique_identifier_msgs,https://github.com/ros2/unique_identifier_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
snt-arg/unitree_ros,https://github.com/snt-arg/unitree_ros.git,humble,1,1,rosdistro_release_packages:1
UniversalRobots/Universal_Robots_Client_Library,https://github.com/UniversalRobots/Universal_Robots_Client_Library.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
UniversalRobots/Universal_Robots_ROS2_Description,https://github.com/UniversalRobots/Universal_Robots_ROS2_Description.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-industrial/ur_msgs,https://github.com/ros-industrial/ur_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,https://github.com/UniversalRobots/Universal_Robots_ROS2_GZ_Simulation.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/urdf_launch,https://github.com/ros/urdf_launch.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/urdf_sim_tutorial,https://github.com/ros/urdf_sim_tutorial.git,humble,1,1,rosdistro_release_packages:1
pal-robotics/urdf_test,https://github.com/pal-robotics/urdf_test.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros/urdf_tutorial,https://github.com/ros/urdf_tutorial.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/urdfdom,https://github.com/ros/urdfdom.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/urdf_parser_py,https://github.com/ros/urdf_parser_py.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/urg_c,https://github.com/ros-drivers/urg_c.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/urg_node,https://github.com/ros-drivers/urg_node.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/urg_node_msgs,https://github.com/ros-drivers/urg_node_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
UniversalRobots/urinterfaces,https://github.com/UniversalRobots/urinterfaces.git,humble,1,1,rosdistro_release_packages:1
ros-drivers/usb_cam,https://github.com/ros-drivers/usb_cam.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
blackcoffeerobotics/vector_pursuit_controller,https://github.com/blackcoffeerobotics/vector_pursuit_controller.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros-sports/vision_msgs_layers,https://github.com/ros-sports/vision_msgs_layers.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-acceleration/vitis_common,https://github.com/ros-acceleration/vitis_common.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MoffKalast/vizanti,https://github.com/MoffKalast/vizanti.git,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
alvinsunyixiao/vrpn_mocap,https://github.com/alvinsunyixiao/vrpn_mocap.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
rfzeg/wall_follower_ros2,https://github.com/rfzeg/wall_follower_ros2.git,humble,1,1,rosdistro_release_packages:1
ros-planning/warehouse_ros,https://github.com/ros-planning/warehouse_ros.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/warehouse_ros_mongo,https://github.com/ros-planning/warehouse_ros_mongo.git,humble,1,1,rosdistro_release_packages:1
ros-planning/warehouse_ros_sqlite,https://github.com/ros-planning/warehouse_ros_sqlite.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
RobotWebTools/web_video_server,https://github.com/RobotWebTools/web_video_server.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
TechMagicKK/weight_scale_interfaces,https://github.com/TechMagicKK/weight_scale_interfaces.git,humble,1,1,rosdistro_release_packages:1
whill-labs/ros2_whill,https://github.com/whill-labs/ros2_whill.git,humble,1,1,rosdistro_repo_key_name_match:1
whill-labs/ros2_whill_interfaces,https://github.com/whill-labs/ros2_whill_interfaces.git,humble,1,1,rosdistro_repo_key_name_match:1
modular-ml/wrapyfi_ros2_interfaces,https://github.com/modular-ml/wrapyfi_ros2_interfaces.git,humble,1,1,rosdistro_release_packages:1
ros/xacro,https://github.com/ros/xacro.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/yaml_cpp_vendor,https://github.com/ros2/yaml_cpp_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
yaswhar/yashar_turtle_chase,https://github.com/yaswhar/yashar_turtle_chase.git,humble,1,1,rosdistro_repo_key_name_match:1
stereolabs/zed-ros2-description,https://github.com/stereolabs/zed-ros2-description.git,humble|jazzy,2,1,rosdistro_release_packages:2
stereolabs/zed-ros2-interfaces,https://github.com/stereolabs/zed-ros2-interfaces.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
eclipse-zenoh/zenoh-plugin-dds,https://github.com/eclipse-zenoh/zenoh-plugin-dds.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
autowarefoundation/zmqpp_vendor,https://github.com/autowarefoundation/zmqpp_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
b-robotized/ads_vendor,https://github.com/b-robotized/ads_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
hatchbed/asyncapi_gencpp,https://github.com/hatchbed/asyncapi_gencpp.git,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
nobleo/boost_sml_vendor,https://github.com/nobleo/boost_sml_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
ctu-vras/cras_msgs,https://github.com/ctu-vras/cras_msgs.git,jazzy|kilted,2,1,rosdistro_release_packages:2
vdovetzi/daheng4ros,https://github.com/vdovetzi/daheng4ros.git,jazzy,1,1,rosdistro_repo_key_name_match:1
eProsima/Fast-CDR,https://github.com/eProsima/Fast-CDR.git,jazzy|kilted,2,1,rosdistro_release_packages:2
ipa320/rqt_frame_editor_plugin,https://github.com/ipa320/rqt_frame_editor_plugin.git,jazzy,1,1,rosdistro_release_packages:1
gazebo-release/gz_cmake_vendor,https://github.com/gazebo-release/gz_cmake_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_common_vendor,https://github.com/gazebo-release/gz_common_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_dartsim_vendor,https://github.com/gazebo-release/gz_dartsim_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_fuel_tools_vendor,https://github.com/gazebo-release/gz_fuel_tools_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_gui_vendor,https://github.com/gazebo-release/gz_gui_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_launch_vendor,https://github.com/gazebo-release/gz_launch_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_math_vendor,https://github.com/gazebo-release/gz_math_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_msgs_vendor,https://github.com/gazebo-release/gz_msgs_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_ogre_next_vendor,https://github.com/gazebo-release/gz_ogre_next_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_physics_vendor,https://github.com/gazebo-release/gz_physics_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_plugin_vendor,https://github.com/gazebo-release/gz_plugin_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_rendering_vendor,https://github.com/gazebo-release/gz_rendering_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_sensors_vendor,https://github.com/gazebo-release/gz_sensors_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_sim_vendor,https://github.com/gazebo-release/gz_sim_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_tools_vendor,https://github.com/gazebo-release/gz_tools_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_transport_vendor,https://github.com/gazebo-release/gz_transport_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
gazebo-release/gz_utils_vendor,https://github.com/gazebo-release/gz_utils_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
tu-darmstadt-ros-pkg/hector_rviz_overlay,https://github.com/tu-darmstadt-ros-pkg/hector_rviz_overlay.git,jazzy,1,1,rosdistro_repo_key_name_match:1
p2p-industries/hyveos_ros,https://github.com/p2p-industries/hyveos_ros.git,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
p2p-industries/hyveos_ros_msgs,https://github.com/p2p-industries/hyveos_ros_msgs.git,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
julianmueller/insight_gui,https://github.com/julianmueller/insight_gui.git,jazzy,1,1,rosdistro_release_packages:1
BruceChanJianLe/laser_scan_merger,https://github.com/BruceChanJianLe/laser_scan_merger.git,jazzy,1,1,rosdistro_repo_key_name_match:1
david-dorf/lightning_rrt,https://github.com/david-dorf/lightning_rrt.git,jazzy,1,1,rosdistro_release_packages:1
david-dorf/lightning_rrt_interfaces,https://github.com/david-dorf/lightning_rrt_interfaces.git,jazzy,1,1,rosdistro_release_packages:1
